correct,cue,flanker_location,flanker_middle_direction,response_time,flanker_type,worker_id,rt_nan
1.0,spatial,up,left,0.511,incongruent,s491,0
1.0,spatial,up,right,0.473,incongruent,s491,0
1.0,spatial,down,right,0.443,incongruent,s491,0
1.0,spatial,down,left,0.678,congruent,s491,0
1.0,double,up,right,0.545,congruent,s491,0
1.0,double,up,left,0.492,incongruent,s491,0
1.0,spatial,up,left,0.47,congruent,s491,0
1.0,spatial,down,left,0.441,congruent,s491,0
1.0,spatial,down,right,0.435,congruent,s491,0
1.0,spatial,down,left,0.452,incongruent,s491,0
1.0,double,down,right,0.527,congruent,s491,0
1.0,spatial,down,left,0.458,congruent,s491,0
1.0,double,down,left,0.424,incongruent,s491,0
1.0,spatial,down,left,0.414,incongruent,s491,0
1.0,double,up,right,0.773,incongruent,s491,0
1.0,spatial,up,left,0.421,congruent,s491,0
0.0,spatial,down,left,0.832,congruent,s495,0
0.0,double,down,left,0.622,incongruent,s495,0
0.0,spatial,up,right,0.73,congruent,s495,0
1.0,spatial,down,right,0.926,congruent,s495,0
1.0,double,down,left,0.716,incongruent,s495,0
1.0,double,up,right,0.489,congruent,s495,0
1.0,double,down,left,0.626,incongruent,s495,0
1.0,spatial,up,left,0.607,incongruent,s495,0
1.0,double,down,left,0.579,incongruent,s495,0
1.0,spatial,up,left,0.592,incongruent,s495,0
1.0,double,up,left,0.68,congruent,s495,0
1.0,spatial,up,right,0.684,incongruent,s495,0
1.0,spatial,down,right,0.53,incongruent,s495,0
1.0,spatial,down,left,0.635,incongruent,s495,0
1.0,double,down,right,0.612,incongruent,s495,0
1.0,double,down,left,0.628,congruent,s495,0
1.0,spatial,up,left,0.591,congruent,s495,0
1.0,double,up,right,0.654,incongruent,s495,0
1.0,spatial,down,left,0.542,congruent,s495,0
1.0,double,down,left,0.621,congruent,s495,0
1.0,double,up,right,0.586,congruent,s495,0
1.0,double,down,left,0.597,incongruent,s495,0
1.0,spatial,down,right,0.538,incongruent,s495,0
1.0,double,up,left,0.56,congruent,s495,0
1.0,spatial,down,right,0.567,incongruent,s495,0
1.0,double,up,right,0.568,incongruent,s495,0
1.0,spatial,up,right,0.595,incongruent,s495,0
1.0,double,up,right,0.521,congruent,s495,0
1.0,double,up,right,0.482,incongruent,s495,0
1.0,double,up,left,0.587,incongruent,s495,0
1.0,spatial,down,right,0.515,congruent,s495,0
1.0,double,down,left,0.62,congruent,s495,0
1.0,spatial,up,left,0.588,incongruent,s495,0
1.0,spatial,down,left,0.524,incongruent,s495,0
1.0,spatial,up,left,0.537,congruent,s495,0
1.0,spatial,up,right,0.557,congruent,s495,0
1.0,double,down,right,0.579,incongruent,s495,0
1.0,double,down,right,0.478,congruent,s495,0
1.0,double,down,right,0.512,congruent,s495,0
1.0,spatial,up,left,0.55,congruent,s495,0
1.0,double,down,left,0.75,congruent,s495,0
1.0,double,down,right,0.592,incongruent,s495,0
1.0,spatial,down,right,0.529,congruent,s495,0
1.0,spatial,down,left,0.582,congruent,s495,0
1.0,spatial,up,left,0.605,congruent,s495,0
1.0,spatial,down,left,0.627,incongruent,s495,0
1.0,double,down,right,0.527,congruent,s495,0
1.0,double,down,left,0.583,congruent,s495,0
1.0,double,down,left,0.608,congruent,s495,0
1.0,double,up,left,0.572,congruent,s495,0
1.0,double,down,right,0.483,congruent,s495,0
1.0,spatial,up,left,0.615,congruent,s495,0
1.0,spatial,down,left,0.649,incongruent,s495,0
1.0,double,up,right,0.568,incongruent,s495,0
1.0,spatial,up,left,0.504,congruent,s495,0
1.0,spatial,down,left,0.552,congruent,s495,0
1.0,spatial,down,right,0.587,congruent,s495,0
1.0,double,down,right,0.543,incongruent,s495,0
1.0,double,up,left,0.563,incongruent,s495,0
1.0,double,down,right,0.504,incongruent,s495,0
1.0,spatial,up,right,0.548,incongruent,s495,0
1.0,spatial,down,right,0.545,incongruent,s495,0
1.0,double,down,right,0.506,incongruent,s495,0
1.0,double,up,left,0.527,incongruent,s495,0
1.0,spatial,down,right,0.676,incongruent,s495,0
1.0,double,up,right,0.545,incongruent,s495,0
1.0,double,down,left,0.638,incongruent,s495,0
1.0,double,up,left,0.579,incongruent,s495,0
1.0,double,up,left,0.541,congruent,s495,0
1.0,spatial,up,right,0.515,incongruent,s495,0
1.0,spatial,down,left,0.549,congruent,s495,0
1.0,spatial,up,right,0.54,congruent,s495,0
1.0,spatial,up,right,0.516,incongruent,s495,0
1.0,double,down,right,0.546,congruent,s495,0
1.0,spatial,down,left,0.573,incongruent,s495,0
1.0,spatial,down,left,0.559,congruent,s495,0
1.0,spatial,down,right,0.58,congruent,s495,0
1.0,spatial,up,right,0.537,congruent,s495,0
1.0,double,up,left,0.594,incongruent,s495,0
1.0,double,up,right,0.629,congruent,s495,0
1.0,spatial,up,left,0.603,incongruent,s495,0
1.0,double,up,right,0.481,congruent,s495,0
1.0,spatial,up,right,0.516,incongruent,s495,0
1.0,double,up,left,0.57,congruent,s495,0
1.0,double,up,right,0.552,incongruent,s495,0
1.0,double,up,left,0.579,incongruent,s495,0
1.0,spatial,up,right,0.556,congruent,s495,0
1.0,spatial,down,right,0.507,congruent,s495,0
1.0,double,down,right,0.493,congruent,s495,0
1.0,double,up,left,0.512,congruent,s495,0
1.0,spatial,up,left,0.507,incongruent,s495,0
1.0,spatial,up,right,0.425,congruent,s495,0
1.0,double,down,right,0.594,incongruent,s495,0
1.0,spatial,down,left,0.523,incongruent,s495,0
1.0,double,down,left,0.638,incongruent,s495,0
1.0,spatial,down,right,0.506,congruent,s495,0
1.0,double,up,right,0.526,congruent,s495,0
1.0,double,up,right,0.66,incongruent,s495,0
1.0,spatial,down,left,0.583,congruent,s495,0
1.0,double,down,left,0.704,congruent,s495,0
1.0,double,up,left,0.579,congruent,s495,0
1.0,spatial,up,left,0.741,incongruent,s495,0
1.0,spatial,down,left,0.533,congruent,s495,0
1.0,double,up,left,0.541,congruent,s495,0
1.0,spatial,down,right,0.516,congruent,s495,0
1.0,spatial,down,left,0.543,congruent,s495,0
1.0,spatial,down,right,0.576,incongruent,s495,0
1.0,spatial,down,left,0.593,incongruent,s495,0
1.0,spatial,down,right,0.604,incongruent,s495,0
1.0,spatial,up,right,0.548,incongruent,s495,0
1.0,double,up,left,0.701,incongruent,s495,0
1.0,double,down,right,0.696,incongruent,s495,0
1.0,spatial,up,left,0.59,incongruent,s495,0
1.0,spatial,up,left,0.581,incongruent,s495,0
1.0,spatial,down,right,0.593,incongruent,s495,0
1.0,spatial,up,right,0.526,congruent,s495,0
1.0,double,down,left,0.62,congruent,s495,0
1.0,double,up,right,0.486,incongruent,s495,0
1.0,spatial,up,right,0.457,congruent,s495,0
1.0,spatial,up,left,0.49,congruent,s495,0
1.0,spatial,up,left,0.524,congruent,s495,0
1.0,spatial,up,right,0.413,incongruent,s495,0
1.0,double,up,left,0.56,congruent,s495,0
1.0,spatial,up,right,0.368,congruent,s495,0
1.0,double,up,right,0.47,incongruent,s495,0
1.0,spatial,up,right,0.469,incongruent,s495,0
1.0,double,down,left,0.6,incongruent,s495,0
1.0,spatial,up,right,0.455,congruent,s495,0
1.0,spatial,down,right,0.65,congruent,s497,0
1.0,double,down,left,0.627,incongruent,s497,0
1.0,spatial,up,right,0.68,congruent,s497,0
1.0,spatial,down,right,0.509,congruent,s497,0
1.0,double,up,left,0.728,incongruent,s497,0
1.0,double,down,right,0.675,congruent,s497,0
1.0,double,down,right,0.621,incongruent,s497,0
1.0,spatial,up,right,0.763,incongruent,s497,0
1.0,double,up,left,0.917,incongruent,s497,0
1.0,spatial,up,left,0.988,incongruent,s497,0
1.0,double,up,right,0.726,congruent,s497,0
1.0,spatial,down,left,0.848,incongruent,s497,0
1.0,spatial,down,right,0.695,incongruent,s497,0
1.0,spatial,up,right,0.544,incongruent,s497,0
1.0,double,down,right,0.574,incongruent,s497,0
1.0,double,up,right,0.562,congruent,s497,0
1.0,spatial,up,left,0.785,congruent,s497,0
1.0,double,down,right,0.71,incongruent,s497,0
1.0,spatial,up,left,0.75,congruent,s497,0
1.0,double,down,left,1.127,congruent,s497,0
1.0,double,up,left,0.574,congruent,s497,0
1.0,double,down,left,0.477,incongruent,s497,0
1.0,spatial,down,right,0.595,incongruent,s497,0
1.0,double,up,right,0.81,congruent,s497,0
1.0,spatial,down,left,0.815,incongruent,s497,0
1.0,double,up,right,1.054,incongruent,s497,0
1.0,spatial,up,right,0.806,incongruent,s497,0
1.0,double,down,left,1.186,congruent,s497,0
1.0,double,up,left,1.216,incongruent,s497,0
1.0,double,up,right,0.768,incongruent,s497,0
1.0,spatial,down,left,0.977,congruent,s497,0
1.0,double,down,left,0.952,congruent,s497,0
1.0,spatial,down,left,0.841,incongruent,s497,0
1.0,spatial,up,left,0.73,incongruent,s497,0
1.0,spatial,up,right,0.66,congruent,s497,0
0.0,spatial,down,right,2.1,congruent,s497,1
1.0,double,up,left,0.751,incongruent,s497,0
1.0,double,down,right,0.551,congruent,s497,0
1.0,double,up,left,0.647,congruent,s497,0
1.0,spatial,up,left,0.795,congruent,s497,0
1.0,double,down,right,1.02,congruent,s497,0
1.0,double,down,right,0.849,incongruent,s497,0
1.0,spatial,up,right,1.536,congruent,s497,0
1.0,spatial,up,left,0.681,congruent,s497,0
1.0,spatial,down,left,0.757,congruent,s497,0
1.0,spatial,down,left,0.605,incongruent,s497,0
1.0,double,up,right,0.705,congruent,s497,0
1.0,double,down,left,0.973,congruent,s497,0
1.0,double,up,right,0.485,congruent,s497,0
1.0,double,up,right,0.641,congruent,s497,0
1.0,double,down,right,0.52,congruent,s497,0
1.0,spatial,down,left,0.627,congruent,s497,0
1.0,spatial,down,left,0.663,incongruent,s497,0
1.0,double,up,right,0.638,incongruent,s497,0
1.0,spatial,down,right,0.569,congruent,s497,0
1.0,spatial,down,left,0.947,congruent,s497,0
1.0,spatial,up,right,0.609,congruent,s497,0
1.0,double,up,right,0.614,incongruent,s497,0
1.0,double,up,left,0.6,incongruent,s497,0
1.0,double,up,right,0.609,incongruent,s497,0
1.0,spatial,down,right,0.677,incongruent,s497,0
1.0,spatial,down,right,0.549,incongruent,s497,0
1.0,double,down,left,0.628,incongruent,s497,0
1.0,double,down,right,0.516,incongruent,s497,0
1.0,spatial,down,left,0.543,incongruent,s497,0
1.0,double,down,left,0.466,incongruent,s497,0
1.0,double,down,left,0.583,incongruent,s497,0
1.0,double,down,left,0.586,incongruent,s497,0
1.0,double,down,left,0.571,congruent,s497,0
1.0,spatial,up,left,0.722,incongruent,s497,0
1.0,spatial,up,left,0.838,congruent,s497,0
1.0,spatial,down,left,1.199,congruent,s497,0
1.0,spatial,up,right,0.62,incongruent,s497,0
1.0,double,down,left,0.638,congruent,s497,0
1.0,spatial,down,right,0.588,incongruent,s497,0
1.0,spatial,down,right,0.48,congruent,s497,0
1.0,spatial,up,left,0.572,congruent,s497,0
1.0,spatial,up,right,0.503,congruent,s497,0
1.0,double,up,right,0.586,incongruent,s497,0
1.0,double,down,right,0.639,congruent,s497,0
1.0,spatial,up,right,0.55,incongruent,s497,0
1.0,double,down,right,0.873,congruent,s497,0
1.0,spatial,up,left,0.937,incongruent,s497,0
1.0,double,up,left,0.599,congruent,s497,0
1.0,double,down,right,0.56,incongruent,s497,0
0.0,double,up,left,0.822,incongruent,s497,0
1.0,spatial,down,left,0.597,congruent,s497,0
1.0,spatial,down,right,0.657,congruent,s497,0
1.0,double,up,left,0.666,congruent,s497,0
1.0,double,up,left,0.56,congruent,s497,0
1.0,spatial,down,right,0.57,incongruent,s497,0
1.0,spatial,up,right,0.636,congruent,s497,0
1.0,double,down,right,0.553,incongruent,s497,0
1.0,spatial,up,right,0.675,incongruent,s497,0
1.0,double,up,right,0.639,incongruent,s497,0
1.0,spatial,down,left,0.884,congruent,s497,0
1.0,double,up,left,0.623,congruent,s497,0
1.0,double,up,right,0.735,incongruent,s497,0
1.0,spatial,up,right,0.575,congruent,s497,0
1.0,double,up,right,0.417,congruent,s497,0
1.0,double,down,right,0.582,congruent,s497,0
1.0,spatial,up,left,1.033,incongruent,s497,0
1.0,spatial,down,left,0.547,congruent,s497,0
1.0,double,down,left,0.465,congruent,s497,0
1.0,spatial,down,left,0.898,congruent,s497,0
1.0,spatial,down,left,0.455,congruent,s497,0
1.0,spatial,up,left,1.333,incongruent,s497,0
1.0,spatial,up,right,0.598,incongruent,s497,0
1.0,spatial,up,right,0.536,incongruent,s497,0
1.0,spatial,down,left,0.943,incongruent,s497,0
1.0,double,up,left,0.563,incongruent,s497,0
1.0,double,down,left,0.633,incongruent,s497,0
1.0,spatial,up,left,0.637,incongruent,s497,0
1.0,spatial,up,left,0.623,incongruent,s497,0
1.0,spatial,up,left,0.53,incongruent,s497,0
1.0,spatial,up,right,0.571,congruent,s497,0
1.0,double,down,left,0.599,congruent,s497,0
1.0,double,up,left,0.57,incongruent,s497,0
1.0,spatial,down,right,0.554,congruent,s497,0
1.0,spatial,down,right,0.427,congruent,s497,0
1.0,spatial,up,right,0.621,congruent,s497,0
1.0,spatial,down,right,0.811,incongruent,s497,0
1.0,double,down,left,0.638,congruent,s497,0
1.0,spatial,up,right,0.697,congruent,s497,0
1.0,double,up,right,0.519,incongruent,s497,0
1.0,spatial,up,left,0.622,incongruent,s497,0
1.0,double,down,left,0.643,incongruent,s497,0
1.0,spatial,down,right,0.959,congruent,s497,0
0.0,spatial,up,right,2.1,congruent,s499,1
0.0,double,down,left,2.1,incongruent,s499,1
0.0,spatial,up,right,2.1,congruent,s499,1
0.0,spatial,down,left,2.1,congruent,s499,1
0.0,double,down,right,2.1,incongruent,s499,1
0.0,double,down,right,2.1,congruent,s499,1
0.0,double,up,right,2.1,incongruent,s499,1
0.0,spatial,up,right,2.1,incongruent,s499,1
0.0,double,down,right,2.1,incongruent,s499,1
0.0,spatial,up,left,2.1,incongruent,s499,1
0.0,double,down,left,2.1,congruent,s499,1
0.0,spatial,down,right,2.1,incongruent,s499,1
0.0,spatial,down,left,2.1,incongruent,s499,1
0.0,spatial,up,right,2.1,incongruent,s499,1
0.0,double,up,left,2.1,incongruent,s499,1
0.0,double,up,left,2.1,congruent,s499,1
1.0,spatial,up,right,1.575,congruent,s499,0
1.0,double,up,left,0.667,incongruent,s499,0
1.0,spatial,down,right,0.503,congruent,s499,0
1.0,double,up,right,0.545,congruent,s499,0
1.0,double,up,right,0.591,congruent,s499,0
1.0,double,down,right,0.675,incongruent,s499,0
1.0,spatial,down,left,0.568,incongruent,s499,0
1.0,double,down,right,0.556,congruent,s499,0
1.0,spatial,down,right,0.503,incongruent,s499,0
1.0,double,up,right,0.605,incongruent,s499,0
1.0,spatial,up,left,0.465,incongruent,s499,0
1.0,double,up,right,0.645,congruent,s499,0
1.0,double,down,left,0.598,incongruent,s499,0
1.0,double,up,left,0.509,incongruent,s499,0
1.0,spatial,down,left,0.485,congruent,s499,0
1.0,double,down,left,0.639,congruent,s499,0
1.0,spatial,down,left,0.604,incongruent,s499,0
1.0,spatial,down,right,0.526,incongruent,s499,0
1.0,spatial,up,left,0.539,congruent,s499,0
1.0,spatial,up,left,0.535,congruent,s499,0
1.0,double,down,left,0.483,incongruent,s499,0
1.0,double,up,left,0.567,congruent,s499,0
1.0,double,down,left,0.534,congruent,s499,0
1.0,spatial,down,left,0.601,congruent,s499,0
1.0,double,up,left,0.515,congruent,s499,0
1.0,double,up,right,0.727,incongruent,s499,0
1.0,spatial,up,right,0.656,congruent,s499,0
1.0,spatial,down,right,0.52,congruent,s499,0
1.0,spatial,up,left,0.613,congruent,s499,0
1.0,spatial,up,left,0.912,incongruent,s499,0
1.0,double,up,left,0.643,congruent,s499,0
1.0,double,down,right,0.46,congruent,s499,0
1.0,double,down,right,0.523,congruent,s499,0
1.0,double,down,right,0.493,congruent,s499,0
1.0,double,down,left,0.571,congruent,s499,0
1.0,spatial,down,left,0.442,congruent,s499,0
1.0,spatial,down,right,0.498,incongruent,s499,0
1.0,double,down,left,0.488,incongruent,s499,0
1.0,spatial,up,left,0.643,congruent,s499,0
1.0,spatial,up,left,0.602,congruent,s499,0
1.0,spatial,down,right,0.389,congruent,s499,0
1.0,double,up,right,0.454,incongruent,s499,0
1.0,double,up,right,0.655,incongruent,s499,0
1.0,double,up,left,0.529,incongruent,s499,0
1.0,spatial,down,left,0.532,incongruent,s499,0
1.0,spatial,down,right,0.54,incongruent,s499,0
1.0,double,down,right,0.609,incongruent,s499,0
1.0,double,up,left,0.612,incongruent,s499,0
1.0,spatial,down,right,0.599,incongruent,s499,0
1.0,double,up,left,0.662,incongruent,s499,0
1.0,double,down,right,0.48,incongruent,s499,0
1.0,double,down,left,0.694,incongruent,s499,0
1.0,double,up,right,0.588,congruent,s499,0
1.0,spatial,up,right,0.604,incongruent,s499,0
1.0,spatial,up,right,0.578,congruent,s499,0
1.0,spatial,down,left,0.509,congruent,s499,0
1.0,spatial,up,left,0.675,incongruent,s499,0
1.0,double,down,right,0.543,congruent,s499,0
1.0,spatial,up,right,0.609,incongruent,s499,0
1.0,spatial,down,right,0.433,congruent,s499,0
1.0,spatial,down,right,0.571,congruent,s499,0
1.0,spatial,down,left,0.585,congruent,s499,0
1.0,double,up,right,0.627,incongruent,s499,0
1.0,double,up,left,0.58,congruent,s499,0
1.0,spatial,down,left,0.58,incongruent,s499,0
1.0,double,down,left,0.561,congruent,s499,0
1.0,spatial,down,left,0.479,incongruent,s499,0
1.0,double,up,right,0.647,congruent,s499,0
1.0,double,down,right,0.574,incongruent,s499,0
1.0,double,down,left,0.655,incongruent,s499,0
1.0,spatial,down,right,0.459,congruent,s499,0
1.0,spatial,up,left,0.547,congruent,s499,0
1.0,double,down,left,0.518,congruent,s499,0
1.0,double,up,left,0.548,congruent,s499,0
1.0,spatial,up,left,0.69,incongruent,s499,0
1.0,spatial,up,right,0.456,congruent,s499,0
1.0,double,up,left,0.54,incongruent,s499,0
1.0,spatial,up,right,0.505,incongruent,s499,0
1.0,double,up,left,0.535,incongruent,s499,0
1.0,spatial,down,right,0.452,congruent,s499,0
1.0,double,up,right,0.499,congruent,s499,0
1.0,double,down,right,0.433,incongruent,s499,0
1.0,spatial,up,right,0.495,congruent,s499,0
1.0,double,down,right,0.453,congruent,s499,0
1.0,double,up,right,0.574,congruent,s499,0
1.0,spatial,up,left,0.627,incongruent,s499,0
1.0,spatial,up,left,0.527,congruent,s499,0
1.0,double,up,left,0.529,congruent,s499,0
1.0,spatial,up,right,0.46,congruent,s499,0
1.0,spatial,down,left,0.543,congruent,s499,0
1.0,spatial,up,right,0.423,incongruent,s499,0
1.0,spatial,down,left,0.464,incongruent,s499,0
1.0,spatial,down,right,0.481,incongruent,s499,0
1.0,spatial,down,left,0.523,incongruent,s499,0
1.0,double,down,right,0.506,incongruent,s499,0
1.0,double,up,right,0.524,incongruent,s499,0
1.0,spatial,up,right,0.525,incongruent,s499,0
1.0,spatial,up,right,0.406,incongruent,s499,0
1.0,spatial,up,left,0.475,incongruent,s499,0
1.0,spatial,down,right,0.39,congruent,s499,0
1.0,double,down,left,0.515,congruent,s499,0
1.0,double,down,left,0.552,incongruent,s499,0
1.0,spatial,up,right,0.516,congruent,s499,0
1.0,spatial,up,left,0.554,congruent,s499,0
1.0,spatial,down,right,0.41,congruent,s499,0
1.0,spatial,up,left,0.569,incongruent,s499,0
1.0,double,up,left,0.598,congruent,s499,0
1.0,spatial,down,right,0.425,congruent,s499,0
1.0,double,down,left,0.672,incongruent,s499,0
1.0,spatial,up,right,0.608,incongruent,s499,0
1.0,double,up,right,0.607,incongruent,s499,0
1.0,spatial,up,left,0.556,congruent,s499,0
1.0,spatial,up,left,0.479,congruent,s512,0
0.0,double,up,left,0.531,incongruent,s512,0
1.0,spatial,up,left,0.397,congruent,s512,0
1.0,spatial,up,left,0.53,congruent,s512,0
1.0,double,down,right,0.656,incongruent,s512,0
1.0,double,down,right,0.439,congruent,s512,0
1.0,double,down,left,0.561,incongruent,s512,0
1.0,spatial,down,left,0.46,incongruent,s512,0
1.0,double,up,right,0.357,incongruent,s512,0
1.0,spatial,up,left,0.479,incongruent,s512,0
1.0,double,down,left,0.486,congruent,s512,0
1.0,spatial,down,right,0.53,incongruent,s512,0
1.0,spatial,up,left,0.514,incongruent,s512,0
1.0,spatial,up,left,0.539,incongruent,s512,0
1.0,double,up,right,0.462,incongruent,s512,0
1.0,double,down,right,0.587,congruent,s512,0
1.0,spatial,down,right,0.535,congruent,s512,0
1.0,double,down,right,0.571,incongruent,s512,0
1.0,spatial,up,left,0.49,congruent,s512,0
1.0,double,up,right,0.365,congruent,s512,0
1.0,double,down,left,0.617,congruent,s512,0
1.0,double,up,left,0.508,incongruent,s512,0
1.0,spatial,up,left,0.466,incongruent,s512,0
1.0,double,up,right,0.603,congruent,s512,0
1.0,spatial,down,right,0.428,incongruent,s512,0
1.0,double,up,left,0.334,incongruent,s512,0
1.0,spatial,up,right,0.403,incongruent,s512,0
1.0,double,up,left,0.37,congruent,s512,0
1.0,double,down,right,0.578,incongruent,s512,0
1.0,double,down,left,0.573,incongruent,s512,0
1.0,spatial,down,right,0.487,congruent,s512,0
1.0,double,up,right,0.434,congruent,s512,0
1.0,spatial,up,right,0.481,incongruent,s512,0
1.0,spatial,down,left,0.53,incongruent,s512,0
1.0,spatial,down,right,0.46,congruent,s512,0
