correct,cue,flanker_location,flanker_middle_direction,response_time,flanker_type,worker_id,rt_nan
1.0,double,up,right,0.668,congruent,s588,0
1.0,double,up,left,0.7,incongruent,s588,0
1.0,spatial,down,right,0.782,congruent,s588,0
1.0,double,down,right,0.653,congruent,s588,0
1.0,double,up,left,0.717,congruent,s588,0
1.0,spatial,down,right,0.742,incongruent,s588,0
1.0,spatial,up,left,0.611,congruent,s588,0
1.0,double,up,left,0.708,congruent,s588,0
1.0,spatial,down,left,0.722,congruent,s588,0
1.0,spatial,down,right,0.712,congruent,s588,0
1.0,spatial,up,left,0.544,incongruent,s588,0
1.0,spatial,up,left,0.657,incongruent,s588,0
1.0,spatial,up,left,0.736,incongruent,s588,0
1.0,spatial,down,left,0.727,incongruent,s588,0
1.0,double,down,right,0.698,incongruent,s588,0
1.0,double,up,left,0.909,incongruent,s588,0
1.0,spatial,down,left,0.903,incongruent,s588,0
1.0,spatial,down,right,0.712,incongruent,s588,0
1.0,spatial,down,right,0.651,incongruent,s588,0
1.0,spatial,down,left,0.88,congruent,s588,0
1.0,double,down,right,0.717,congruent,s588,0
1.0,double,up,right,0.9,incongruent,s588,0
1.0,spatial,up,right,0.714,congruent,s588,0
1.0,spatial,up,left,0.554,congruent,s588,0
1.0,spatial,up,right,0.85,congruent,s588,0
1.0,spatial,up,right,0.626,incongruent,s588,0
1.0,double,up,left,0.662,congruent,s588,0
1.0,spatial,up,left,0.998,congruent,s588,0
1.0,double,up,right,0.537,incongruent,s588,0
1.0,spatial,up,right,0.551,incongruent,s588,0
1.0,double,down,left,0.836,incongruent,s588,0
1.0,spatial,up,right,0.705,congruent,s588,0
1.0,spatial,down,right,0.538,congruent,s588,0
1.0,double,down,left,0.764,incongruent,s588,0
1.0,spatial,down,left,0.817,congruent,s588,0
1.0,spatial,up,left,0.761,congruent,s588,0
1.0,double,down,left,1.322,incongruent,s588,0
1.0,double,up,right,0.78,congruent,s588,0
1.0,double,up,left,0.622,incongruent,s588,0
1.0,spatial,up,left,0.58,incongruent,s588,0
1.0,double,down,right,0.795,incongruent,s588,0
1.0,spatial,up,right,0.796,incongruent,s588,0
1.0,double,down,left,0.876,congruent,s588,0
1.0,spatial,up,right,0.595,incongruent,s588,0
1.0,spatial,down,left,0.734,incongruent,s588,0
1.0,spatial,down,right,0.703,incongruent,s588,0
1.0,double,down,left,0.801,incongruent,s588,0
1.0,double,up,left,0.768,congruent,s588,0
1.0,spatial,up,right,0.56,congruent,s588,0
1.0,double,up,left,0.546,incongruent,s588,0
1.0,spatial,down,right,0.757,congruent,s588,0
1.0,double,up,right,0.752,congruent,s588,0
1.0,double,down,left,0.727,congruent,s588,0
1.0,double,down,right,0.768,incongruent,s588,0
1.0,spatial,down,left,0.713,incongruent,s588,0
1.0,double,up,right,0.677,congruent,s588,0
1.0,spatial,down,left,0.787,incongruent,s588,0
1.0,double,up,right,1.111,incongruent,s588,0
1.0,spatial,down,right,0.61,incongruent,s588,0
1.0,double,down,right,0.65,congruent,s588,0
1.0,double,up,right,1.118,incongruent,s588,0
1.0,double,down,left,1.083,incongruent,s588,0
1.0,spatial,up,left,1.064,congruent,s588,0
1.0,double,down,left,0.811,congruent,s588,0
1.0,spatial,down,left,0.863,incongruent,s588,0
1.0,spatial,down,right,0.602,incongruent,s588,0
1.0,spatial,down,left,0.641,congruent,s588,0
1.0,spatial,down,right,0.635,congruent,s588,0
1.0,double,down,left,0.705,incongruent,s588,0
1.0,double,up,left,0.96,congruent,s588,0
1.0,double,up,right,0.739,congruent,s588,0
1.0,spatial,down,left,1.348,congruent,s588,0
1.0,double,down,left,0.691,congruent,s588,0
1.0,double,up,right,0.79,incongruent,s588,0
1.0,spatial,down,left,0.713,congruent,s588,0
1.0,spatial,down,right,0.653,congruent,s588,0
1.0,spatial,up,right,0.687,congruent,s588,0
1.0,spatial,down,left,0.797,incongruent,s588,0
1.0,double,up,right,0.922,congruent,s588,0
1.0,double,down,right,0.836,congruent,s588,0
1.0,double,up,right,0.777,congruent,s588,0
1.0,double,down,left,0.67,congruent,s588,0
1.0,double,down,right,0.6,congruent,s588,0
1.0,spatial,up,right,0.571,congruent,s588,0
1.0,spatial,up,left,0.736,incongruent,s588,0
1.0,double,down,right,0.938,incongruent,s588,0
1.0,spatial,down,left,0.749,congruent,s588,0
1.0,spatial,down,left,0.632,congruent,s588,0
1.0,spatial,up,right,0.572,congruent,s588,0
1.0,double,up,left,0.517,incongruent,s588,0
1.0,double,up,left,0.588,incongruent,s588,0
1.0,double,down,right,0.855,incongruent,s588,0
1.0,spatial,up,left,0.632,incongruent,s588,0
1.0,spatial,up,right,0.699,incongruent,s588,0
1.0,double,up,right,0.71,incongruent,s588,0
1.0,double,down,left,0.892,incongruent,s588,0
1.0,spatial,up,right,0.645,incongruent,s588,0
1.0,double,down,right,0.986,incongruent,s588,0
1.0,double,up,right,0.618,incongruent,s588,0
1.0,double,down,right,0.802,incongruent,s588,0
1.0,double,up,right,0.594,congruent,s588,0
1.0,spatial,down,right,0.681,incongruent,s588,0
1.0,spatial,down,right,0.514,congruent,s588,0
1.0,spatial,up,left,0.526,congruent,s588,0
1.0,spatial,down,right,0.604,incongruent,s588,0
1.0,double,down,right,0.609,congruent,s588,0
1.0,spatial,up,right,0.924,incongruent,s588,0
1.0,spatial,up,left,0.975,congruent,s588,0
1.0,spatial,up,left,0.537,congruent,s588,0
1.0,spatial,down,right,0.576,congruent,s588,0
1.0,double,down,left,0.724,incongruent,s588,0
1.0,double,up,left,0.811,congruent,s588,0
1.0,spatial,up,left,0.598,incongruent,s588,0
1.0,double,down,left,0.683,congruent,s588,0
1.0,spatial,up,left,0.656,incongruent,s588,0
1.0,double,down,left,0.572,congruent,s588,0
1.0,double,up,right,0.819,incongruent,s588,0
1.0,double,up,left,0.585,incongruent,s588,0
1.0,spatial,up,right,0.507,congruent,s588,0
1.0,spatial,down,right,0.609,congruent,s588,0
1.0,double,up,left,0.662,congruent,s588,0
1.0,double,down,right,0.684,congruent,s588,0
1.0,spatial,down,left,0.593,incongruent,s588,0
1.0,spatial,down,left,0.848,congruent,s588,0
1.0,double,up,left,1.019,incongruent,s588,0
1.0,spatial,up,right,0.582,incongruent,s588,0
1.0,double,down,right,0.781,incongruent,s588,0
1.0,spatial,up,left,0.792,congruent,s588,0
1.0,spatial,up,right,0.63,incongruent,s589,0
1.0,double,up,left,0.693,incongruent,s589,0
1.0,double,up,left,0.583,incongruent,s589,0
1.0,double,up,left,0.646,incongruent,s589,0
1.0,double,up,right,0.61,congruent,s589,0
1.0,spatial,up,left,0.636,incongruent,s589,0
1.0,spatial,up,right,0.506,congruent,s589,0
1.0,spatial,up,left,0.577,congruent,s589,0
1.0,spatial,down,left,0.709,incongruent,s589,0
1.0,double,down,right,0.529,congruent,s589,0
1.0,spatial,up,right,0.517,incongruent,s589,0
1.0,spatial,up,right,0.457,congruent,s589,0
1.0,spatial,up,right,0.43,congruent,s589,0
1.0,spatial,down,right,0.499,congruent,s589,0
1.0,double,up,right,0.517,incongruent,s589,0
1.0,double,up,left,0.636,congruent,s589,0
1.0,spatial,down,right,0.876,incongruent,s589,0
1.0,double,down,right,0.674,congruent,s589,0
1.0,spatial,down,left,0.63,incongruent,s589,0
1.0,double,up,left,0.609,congruent,s589,0
1.0,double,down,right,0.752,incongruent,s589,0
1.0,double,down,right,0.785,incongruent,s589,0
1.0,spatial,down,right,0.552,congruent,s589,0
1.0,spatial,down,left,0.651,congruent,s589,0
1.0,double,down,right,0.686,congruent,s589,0
1.0,double,up,left,0.682,congruent,s589,0
1.0,spatial,up,left,0.628,incongruent,s589,0
1.0,spatial,down,right,0.508,congruent,s589,0
1.0,double,down,left,0.759,incongruent,s589,0
1.0,spatial,up,right,0.668,incongruent,s589,0
1.0,double,down,left,0.72,incongruent,s589,0
1.0,spatial,up,right,0.669,congruent,s589,0
1.0,double,up,right,0.584,congruent,s589,0
1.0,double,up,left,0.626,incongruent,s589,0
1.0,spatial,up,right,0.481,congruent,s589,0
1.0,double,up,left,0.52,congruent,s589,0
1.0,double,up,right,0.489,congruent,s589,0
1.0,spatial,up,right,0.629,incongruent,s589,0
1.0,spatial,down,left,0.671,congruent,s589,0
1.0,double,down,right,0.596,congruent,s589,0
1.0,spatial,up,right,0.539,congruent,s589,0
1.0,spatial,down,right,0.525,congruent,s589,0
1.0,spatial,down,left,0.555,incongruent,s589,0
1.0,spatial,up,right,0.503,incongruent,s589,0
1.0,spatial,up,left,0.498,incongruent,s589,0
1.0,spatial,down,right,0.545,incongruent,s589,0
1.0,double,down,left,0.653,incongruent,s589,0
1.0,double,down,left,0.519,incongruent,s589,0
1.0,spatial,down,right,0.472,incongruent,s589,0
1.0,spatial,down,right,0.61,incongruent,s589,0
1.0,spatial,down,left,0.542,incongruent,s589,0
1.0,spatial,up,left,0.583,congruent,s589,0
1.0,double,down,left,0.619,congruent,s589,0
1.0,double,up,right,0.629,incongruent,s589,0
1.0,spatial,up,left,0.588,congruent,s589,0
1.0,spatial,down,left,0.592,congruent,s589,0
1.0,spatial,down,right,0.533,congruent,s589,0
1.0,spatial,down,left,0.605,incongruent,s589,0
1.0,double,down,left,0.531,congruent,s589,0
1.0,spatial,up,left,0.653,congruent,s589,0
1.0,double,down,left,0.673,incongruent,s589,0
1.0,spatial,up,left,0.65,incongruent,s589,0
1.0,double,up,right,0.681,incongruent,s589,0
1.0,spatial,down,left,0.746,congruent,s589,0
1.0,spatial,up,left,0.585,congruent,s589,0
1.0,double,up,right,0.484,incongruent,s589,0
1.0,spatial,down,left,0.489,congruent,s589,0
1.0,spatial,down,right,0.501,congruent,s589,0
1.0,double,up,left,0.687,incongruent,s589,0
1.0,double,down,right,0.516,congruent,s589,0
1.0,double,down,right,0.645,incongruent,s589,0
1.0,spatial,down,right,0.517,incongruent,s589,0
1.0,double,up,left,0.69,incongruent,s589,0
1.0,spatial,up,left,0.564,incongruent,s589,0
1.0,double,down,left,0.588,congruent,s589,0
1.0,spatial,up,left,0.663,incongruent,s589,0
1.0,spatial,up,left,0.509,incongruent,s589,0
1.0,spatial,down,left,0.539,incongruent,s589,0
1.0,double,down,right,0.61,incongruent,s589,0
1.0,double,down,right,0.496,congruent,s589,0
1.0,spatial,down,left,0.553,congruent,s589,0
1.0,double,up,right,0.704,incongruent,s589,0
1.0,spatial,down,right,0.598,congruent,s589,0
1.0,double,up,right,0.607,congruent,s589,0
1.0,double,up,left,0.633,congruent,s589,0
1.0,double,up,left,0.727,incongruent,s589,0
1.0,spatial,up,right,0.571,incongruent,s589,0
1.0,double,up,right,0.514,congruent,s589,0
1.0,spatial,down,left,0.572,incongruent,s589,0
1.0,double,down,right,0.538,incongruent,s589,0
1.0,spatial,up,left,0.502,incongruent,s589,0
1.0,double,up,right,0.556,congruent,s589,0
1.0,double,up,right,0.542,incongruent,s589,0
1.0,double,up,left,0.467,incongruent,s589,0
1.0,spatial,down,left,0.577,congruent,s589,0
1.0,double,down,left,0.529,congruent,s589,0
1.0,spatial,up,right,0.569,incongruent,s589,0
1.0,spatial,down,right,0.507,incongruent,s589,0
1.0,spatial,up,left,0.496,congruent,s589,0
1.0,spatial,up,left,0.455,congruent,s589,0
1.0,double,up,right,0.698,incongruent,s589,0
1.0,double,up,right,0.858,congruent,s589,0
1.0,double,down,left,0.665,congruent,s589,0
1.0,spatial,up,right,0.515,congruent,s589,0
1.0,double,up,left,0.542,congruent,s589,0
1.0,double,down,left,0.811,incongruent,s589,0
1.0,spatial,down,right,0.496,congruent,s589,0
1.0,spatial,up,right,0.527,congruent,s589,0
1.0,spatial,down,left,0.584,congruent,s589,0
1.0,spatial,down,right,0.553,incongruent,s589,0
1.0,double,down,left,0.708,congruent,s589,0
1.0,double,down,right,0.628,congruent,s589,0
1.0,double,down,left,0.664,congruent,s589,0
1.0,double,up,left,0.694,congruent,s589,0
1.0,double,up,right,0.554,congruent,s589,0
1.0,spatial,up,left,0.51,congruent,s589,0
1.0,spatial,up,right,0.547,incongruent,s589,0
1.0,double,down,left,0.866,incongruent,s589,0
1.0,spatial,down,left,0.526,congruent,s589,0
1.0,spatial,up,right,0.494,congruent,s589,0
1.0,spatial,up,right,0.478,congruent,s589,0
1.0,double,up,right,0.478,incongruent,s589,0
1.0,double,down,right,0.725,incongruent,s589,0
1.0,double,down,right,0.523,incongruent,s589,0
1.0,spatial,down,left,0.552,incongruent,s589,0
1.0,spatial,down,right,0.535,incongruent,s589,0
1.0,double,down,left,0.585,incongruent,s589,0
1.0,double,down,right,0.62,incongruent,s589,0
1.0,spatial,down,left,0.62,incongruent,s590,0
1.0,spatial,down,right,0.529,incongruent,s590,0
1.0,spatial,down,left,0.54,congruent,s590,0
1.0,spatial,up,right,0.736,congruent,s590,0
1.0,double,up,left,0.545,incongruent,s590,0
1.0,double,down,left,0.723,congruent,s590,0
1.0,double,down,right,0.634,congruent,s590,0
1.0,spatial,down,left,0.549,congruent,s590,0
1.0,double,up,left,0.623,congruent,s590,0
1.0,double,up,right,0.723,incongruent,s590,0
1.0,spatial,up,left,0.625,congruent,s590,0
1.0,spatial,down,right,0.456,congruent,s590,0
1.0,spatial,up,right,0.594,congruent,s590,0
1.0,spatial,down,right,0.627,incongruent,s590,0
1.0,double,down,right,1.025,congruent,s590,0
1.0,double,down,left,0.566,congruent,s590,0
1.0,double,down,left,0.58,congruent,s590,0
1.0,double,down,left,0.439,congruent,s590,0
1.0,double,up,right,0.459,congruent,s590,0
1.0,spatial,up,left,0.48,congruent,s590,0
1.0,spatial,up,right,0.498,incongruent,s590,0
1.0,double,down,left,0.685,incongruent,s590,0
1.0,spatial,up,right,0.488,congruent,s590,0
1.0,spatial,up,left,0.588,congruent,s590,0
1.0,spatial,down,left,0.571,congruent,s590,0
1.0,double,up,left,1.022,incongruent,s590,0
1.0,double,down,left,0.695,incongruent,s590,0
1.0,double,up,right,0.47,incongruent,s590,0
1.0,spatial,down,right,0.516,incongruent,s590,0
1.0,spatial,down,left,0.695,incongruent,s590,0
1.0,double,down,left,0.792,incongruent,s590,0
1.0,double,up,right,0.554,incongruent,s590,0
1.0,spatial,down,left,0.655,incongruent,s590,0
1.0,double,down,right,0.624,incongruent,s590,0
1.0,double,up,right,0.614,incongruent,s590,0
1.0,double,up,right,0.568,incongruent,s590,0
1.0,double,up,left,0.772,congruent,s590,0
1.0,spatial,up,right,0.667,incongruent,s590,0
1.0,spatial,down,left,0.465,congruent,s590,0
1.0,spatial,down,left,0.455,congruent,s590,0
1.0,spatial,down,right,0.55,incongruent,s590,0
1.0,double,down,right,0.636,congruent,s590,0
1.0,spatial,up,right,0.489,incongruent,s590,0
1.0,spatial,down,right,0.393,congruent,s590,0
1.0,spatial,up,left,0.481,congruent,s590,0
1.0,spatial,up,left,0.705,congruent,s590,0
1.0,double,up,left,0.457,incongruent,s590,0
1.0,double,down,right,0.45,congruent,s590,0
1.0,spatial,down,right,0.466,incongruent,s590,0
1.0,double,up,right,0.422,congruent,s590,0
1.0,spatial,down,right,0.411,incongruent,s590,0
1.0,double,up,left,0.466,congruent,s590,0
1.0,double,down,right,0.364,incongruent,s590,0
1.0,double,down,right,0.539,incongruent,s590,0
1.0,spatial,down,right,0.546,congruent,s590,0
1.0,spatial,up,right,0.43,congruent,s590,0
1.0,double,down,left,0.635,congruent,s590,0
1.0,double,down,right,0.579,congruent,s590,0
1.0,spatial,up,right,0.772,incongruent,s590,0
1.0,spatial,down,left,0.647,congruent,s590,0
1.0,double,down,right,0.55,incongruent,s590,0
1.0,spatial,up,left,0.822,incongruent,s590,0
1.0,double,down,right,0.55,incongruent,s590,0
1.0,spatial,down,right,0.574,congruent,s590,0
1.0,double,up,right,0.433,congruent,s590,0
1.0,double,up,right,0.476,incongruent,s590,0
1.0,spatial,down,right,0.576,congruent,s590,0
1.0,double,down,left,0.61,congruent,s590,0
1.0,double,up,left,0.547,congruent,s590,0
1.0,spatial,down,left,0.55,incongruent,s590,0
1.0,spatial,up,right,0.546,congruent,s590,0
1.0,double,up,right,0.567,congruent,s590,0
1.0,spatial,down,left,0.688,congruent,s590,0
1.0,spatial,down,right,0.672,congruent,s590,0
1.0,spatial,up,left,0.708,incongruent,s590,0
1.0,spatial,down,left,0.564,incongruent,s590,0
1.0,spatial,up,left,0.605,incongruent,s590,0
1.0,spatial,up,left,0.553,incongruent,s590,0
1.0,double,down,right,0.448,incongruent,s590,0
1.0,double,down,left,0.548,incongruent,s590,0
1.0,spatial,up,right,0.61,incongruent,s590,0
1.0,spatial,up,left,0.611,incongruent,s590,0
1.0,spatial,up,right,0.451,incongruent,s590,0
1.0,spatial,down,left,0.669,congruent,s590,0
1.0,double,down,left,0.698,congruent,s590,0
1.0,double,up,right,0.434,incongruent,s590,0
1.0,spatial,up,right,0.516,congruent,s590,0
1.0,spatial,up,right,0.453,congruent,s590,0
1.0,spatial,up,left,0.487,congruent,s590,0
1.0,spatial,up,right,0.454,incongruent,s590,0
1.0,double,up,right,0.582,congruent,s590,0
1.0,spatial,up,left,0.569,congruent,s590,0
1.0,double,down,left,0.625,incongruent,s590,0
1.0,spatial,up,left,0.782,incongruent,s590,0
1.0,double,down,left,0.545,incongruent,s590,0
1.0,spatial,down,right,0.642,congruent,s590,0
1.0,spatial,down,right,0.43,congruent,s590,0
1.0,double,up,right,0.559,incongruent,s590,0
1.0,spatial,up,right,0.494,congruent,s590,0
1.0,spatial,up,left,0.51,congruent,s590,0
1.0,double,down,right,0.56,incongruent,s590,0
1.0,double,down,right,0.582,congruent,s590,0
1.0,double,down,left,0.786,incongruent,s590,0
1.0,spatial,down,right,0.451,incongruent,s590,0
1.0,double,up,left,0.776,incongruent,s590,0
1.0,spatial,up,right,0.542,incongruent,s590,0
1.0,double,up,left,0.693,congruent,s590,0
1.0,spatial,down,left,0.487,incongruent,s590,0
1.0,spatial,down,right,0.483,incongruent,s590,0
1.0,spatial,down,left,0.44,incongruent,s590,0
1.0,double,up,left,0.655,incongruent,s590,0
1.0,double,up,left,0.71,congruent,s590,0
1.0,spatial,up,right,0.454,congruent,s590,0
1.0,double,down,right,0.556,incongruent,s590,0
1.0,spatial,down,left,0.58,congruent,s590,0
1.0,double,down,left,0.658,congruent,s590,0
1.0,double,up,left,0.471,congruent,s590,0
1.0,double,up,left,0.496,incongruent,s590,0
1.0,spatial,down,left,0.606,incongruent,s590,0
1.0,double,up,right,0.615,congruent,s590,0
1.0,spatial,up,left,0.581,incongruent,s590,0
1.0,double,up,left,0.596,incongruent,s590,0
1.0,spatial,up,left,0.487,incongruent,s590,0
1.0,double,up,left,0.577,congruent,s590,0
1.0,double,up,left,0.398,incongruent,s590,0
1.0,double,down,left,0.677,incongruent,s590,0
1.0,spatial,down,right,0.677,congruent,s590,0
1.0,double,down,right,0.638,congruent,s590,0
1.0,spatial,up,right,0.582,congruent,s591,0
1.0,double,down,left,0.606,incongruent,s591,0
1.0,spatial,down,right,0.648,congruent,s591,0
1.0,spatial,up,left,0.546,congruent,s591,0
1.0,double,down,left,0.716,incongruent,s591,0
1.0,double,down,right,0.715,congruent,s591,0
1.0,double,down,left,0.602,incongruent,s591,0
1.0,spatial,up,right,0.461,incongruent,s591,0
1.0,double,down,right,0.609,incongruent,s591,0
1.0,spatial,up,left,0.444,incongruent,s591,0
1.0,double,down,left,0.47,congruent,s591,0
1.0,spatial,down,left,0.556,incongruent,s591,0
1.0,spatial,up,left,0.483,incongruent,s591,0
1.0,spatial,up,right,0.999,incongruent,s591,0
1.0,double,up,left,0.635,incongruent,s591,0
1.0,double,down,left,0.711,congruent,s591,0
1.0,spatial,up,right,0.581,congruent,s591,0
1.0,double,down,left,0.714,incongruent,s591,0
1.0,spatial,up,left,0.512,congruent,s591,0
1.0,double,down,left,0.485,congruent,s591,0
1.0,double,down,left,0.539,congruent,s591,0
1.0,double,down,right,0.763,incongruent,s591,0
1.0,spatial,up,right,0.529,incongruent,s591,0
1.0,double,up,right,0.469,congruent,s591,0
1.0,spatial,down,left,0.492,incongruent,s591,0
1.0,double,down,right,0.733,incongruent,s591,0
1.0,spatial,up,right,0.586,incongruent,s591,0
1.0,double,down,left,0.714,congruent,s591,0
1.0,double,up,right,0.628,incongruent,s591,0
1.0,double,up,left,0.682,incongruent,s591,0
1.0,spatial,up,right,0.608,congruent,s591,0
1.0,double,down,left,0.584,congruent,s591,0
1.0,spatial,down,right,0.524,incongruent,s591,0
1.0,spatial,down,left,0.455,incongruent,s591,0
1.0,spatial,down,right,0.508,congruent,s591,0
1.0,spatial,up,right,0.564,congruent,s591,0
1.0,double,down,right,0.851,incongruent,s591,0
1.0,double,up,left,0.62,congruent,s591,0
1.0,double,down,left,0.523,congruent,s591,0
1.0,spatial,down,left,0.607,congruent,s591,0
1.0,double,up,right,0.528,congruent,s591,0
1.0,double,down,right,0.6,incongruent,s591,0
1.0,spatial,down,left,0.567,congruent,s591,0
1.0,spatial,up,right,0.513,congruent,s591,0
1.0,spatial,up,left,0.684,congruent,s591,0
1.0,spatial,down,right,0.612,incongruent,s591,0
1.0,double,up,left,0.617,congruent,s591,0
1.0,double,up,left,0.593,congruent,s591,0
1.0,double,down,right,0.755,congruent,s591,0
1.0,double,down,right,0.685,congruent,s591,0
1.0,double,up,left,0.64,congruent,s591,0
1.0,spatial,down,left,0.48,congruent,s591,0
1.0,spatial,down,right,0.642,incongruent,s591,0
1.0,double,down,right,0.776,incongruent,s591,0
1.0,spatial,down,right,0.543,congruent,s591,0
1.0,spatial,down,left,0.537,congruent,s591,0
1.0,spatial,down,right,0.769,congruent,s591,0
1.0,double,up,right,0.775,incongruent,s591,0
1.0,double,up,right,0.564,incongruent,s591,0
1.0,double,up,left,0.503,incongruent,s591,0
1.0,spatial,down,right,0.61,incongruent,s591,0
1.0,spatial,down,left,0.481,incongruent,s591,0
1.0,double,down,left,0.51,incongruent,s591,0
1.0,double,down,left,0.604,incongruent,s591,0
1.0,spatial,up,left,0.63,incongruent,s591,0
1.0,double,down,right,0.754,incongruent,s591,0
1.0,double,up,left,0.466,incongruent,s591,0
1.0,double,up,left,0.742,incongruent,s591,0
1.0,double,down,right,0.799,congruent,s591,0
1.0,spatial,down,right,0.65,incongruent,s591,0
1.0,spatial,down,right,0.634,congruent,s591,0
1.0,spatial,down,left,0.513,congruent,s591,0
1.0,spatial,down,right,0.643,incongruent,s591,0
1.0,double,down,right,0.746,congruent,s591,0
1.0,spatial,down,left,0.546,incongruent,s591,0
1.0,spatial,up,left,0.475,congruent,s591,0
1.0,spatial,down,left,0.537,congruent,s591,0
1.0,spatial,up,left,0.467,congruent,s591,0
1.0,double,up,right,0.857,incongruent,s591,0
1.0,double,up,right,0.735,congruent,s591,0
1.0,spatial,up,left,0.598,incongruent,s591,0
1.0,double,down,left,0.642,congruent,s591,0
1.0,spatial,down,left,0.444,incongruent,s591,0
1.0,double,up,right,0.55,congruent,s591,0
1.0,double,up,left,0.715,incongruent,s591,0
1.0,double,up,left,0.698,incongruent,s591,0
1.0,spatial,up,left,0.705,congruent,s591,0
1.0,spatial,up,left,0.497,congruent,s591,0
1.0,double,up,left,0.442,congruent,s591,0
1.0,double,down,right,0.743,congruent,s591,0
1.0,spatial,up,right,0.676,incongruent,s591,0
1.0,spatial,up,right,0.518,congruent,s591,0
1.0,double,up,right,0.582,incongruent,s591,0
1.0,spatial,up,left,0.578,incongruent,s591,0
1.0,double,down,right,0.756,incongruent,s591,0
1.0,spatial,down,right,0.495,congruent,s591,0
1.0,double,down,right,0.479,congruent,s591,0
1.0,double,down,left,0.588,incongruent,s591,0
1.0,spatial,down,right,0.625,congruent,s591,0
1.0,double,up,right,0.591,congruent,s591,0
1.0,double,up,right,0.431,congruent,s591,0
1.0,spatial,up,left,0.73,incongruent,s591,0
1.0,spatial,up,right,0.477,congruent,s591,0
1.0,double,up,left,0.559,congruent,s591,0
1.0,spatial,down,left,0.591,congruent,s591,0
1.0,spatial,up,right,0.57,congruent,s591,0
1.0,spatial,up,left,0.493,incongruent,s591,0
1.0,spatial,up,right,0.521,incongruent,s591,0
1.0,spatial,up,right,0.499,incongruent,s591,0
1.0,spatial,up,right,0.486,incongruent,s591,0
1.0,double,down,left,0.723,incongruent,s591,0
1.0,double,up,right,0.664,incongruent,s591,0
1.0,spatial,down,right,0.564,incongruent,s591,0
1.0,spatial,down,left,0.535,incongruent,s591,0
1.0,spatial,down,right,0.525,incongruent,s591,0
1.0,spatial,down,left,0.456,congruent,s591,0
1.0,double,up,left,0.731,congruent,s591,0
1.0,double,up,left,0.862,incongruent,s591,0
1.0,spatial,down,right,0.595,congruent,s591,0
1.0,spatial,up,left,0.425,congruent,s591,0
1.0,spatial,up,left,0.485,congruent,s591,0
1.0,spatial,down,left,0.485,incongruent,s591,0
1.0,double,up,right,0.607,congruent,s591,0
1.0,spatial,up,left,0.416,congruent,s591,0
1.0,double,up,right,0.645,incongruent,s591,0
1.0,spatial,up,left,0.474,incongruent,s591,0
1.0,double,up,right,0.562,incongruent,s591,0
1.0,spatial,down,right,0.548,congruent,s591,0
1.0,double,down,right,0.604,congruent,s593,0
1.0,double,up,right,0.701,incongruent,s593,0
1.0,spatial,down,right,0.523,congruent,s593,0
1.0,double,up,right,0.473,congruent,s593,0
1.0,double,down,left,0.554,congruent,s593,0
1.0,spatial,up,left,0.675,incongruent,s593,0
1.0,spatial,up,right,0.519,congruent,s593,0
1.0,double,up,left,0.554,congruent,s593,0
1.0,spatial,down,right,0.486,congruent,s593,0
1.0,spatial,down,left,0.58,congruent,s593,0
1.0,spatial,up,left,0.572,incongruent,s593,0
1.0,spatial,up,left,0.555,incongruent,s593,0
1.0,spatial,up,left,0.524,incongruent,s593,0
1.0,spatial,up,left,0.569,incongruent,s593,0
1.0,double,down,left,0.732,incongruent,s593,0
1.0,double,up,right,0.63,incongruent,s593,0
1.0,spatial,up,right,0.493,incongruent,s593,0
1.0,spatial,down,left,0.675,incongruent,s593,0
1.0,spatial,down,left,0.652,incongruent,s593,0
1.0,spatial,down,left,0.512,congruent,s593,0
1.0,double,up,left,0.558,congruent,s593,0
1.0,double,down,right,0.547,incongruent,s593,0
1.0,spatial,down,left,0.527,congruent,s593,0
1.0,spatial,down,left,0.475,congruent,s593,0
1.0,spatial,up,left,0.583,congruent,s593,0
1.0,spatial,up,right,0.602,incongruent,s593,0
1.0,double,up,right,0.575,congruent,s593,0
1.0,spatial,down,right,0.49,congruent,s593,0
1.0,double,down,right,0.553,incongruent,s593,0
1.0,spatial,down,left,0.503,incongruent,s593,0
1.0,double,up,left,0.735,incongruent,s593,0
1.0,spatial,up,left,0.426,congruent,s593,0
1.0,spatial,up,right,0.431,congruent,s593,0
1.0,double,up,left,0.451,incongruent,s593,0
1.0,spatial,up,right,0.399,congruent,s593,0
1.0,spatial,up,left,0.477,congruent,s593,0
1.0,double,down,left,0.623,incongruent,s593,0
1.0,double,down,left,0.511,congruent,s593,0
1.0,double,down,right,0.581,incongruent,s593,0
1.0,spatial,down,left,0.62,incongruent,s593,0
1.0,double,down,right,0.514,incongruent,s593,0
1.0,spatial,down,right,0.526,incongruent,s593,0
1.0,double,up,right,0.538,congruent,s593,0
1.0,spatial,down,left,0.497,incongruent,s593,0
1.0,spatial,up,right,0.525,incongruent,s593,0
1.0,spatial,up,left,0.569,incongruent,s593,0
1.0,double,down,left,0.63,incongruent,s593,0
1.0,double,down,left,0.495,congruent,s593,0
1.0,spatial,up,right,0.467,congruent,s593,0
1.0,double,up,right,0.47,incongruent,s593,0
1.0,spatial,up,right,0.452,congruent,s593,0
1.0,double,up,right,0.424,congruent,s593,0
1.0,double,up,left,0.521,congruent,s593,0
1.0,double,up,right,0.506,incongruent,s593,0
1.0,spatial,up,right,0.445,incongruent,s593,0
1.0,double,down,right,0.504,congruent,s593,0
