Subnum,trial,RT,choice,outcome,missed
109,2,0.47435993,2.0,100,0
109,3,0.83171821,1.0,200,0
109,4,2.0,,0,1
109,5,1.6426145,1.0,200,0
109,6,0.74496881,2.0,100,0
109,7,0.74559565,4.0,-100,0
109,8,0.71815499,1.0,200,0
109,9,0.91118305,2.0,100,0
109,10,0.61540163,4.0,-100,0
109,11,0.45228529,1.0,-1050,0
109,12,0.58656298,3.0,-200,0
109,13,0.56764027,2.0,100,0
109,14,0.87630806,2.0,-650,0
109,15,0.64288071,1.0,200,0
109,16,0.62396171,3.0,-200,0
109,17,0.77590797,2.0,100,0
109,18,1.0292096,4.0,-100,0
109,19,0.49561182,1.0,200,0
109,20,0.69818065,3.0,-200,0
109,21,0.77353428,1.0,200,0
109,22,0.48213876,3.0,-200,0
109,23,1.0574399,2.0,100,0
109,24,0.53917082,1.0,200,0
109,25,1.462403,2.0,100,0
109,26,0.52873013,2.0,100,0
109,27,0.54341371,1.0,-1050,0
109,28,0.93485627,2.0,-650,0
109,29,0.78715668,3.0,1050,0
109,30,0.8243101,1.0,200,0
109,31,2.0,,0,1
109,32,0.49451228,3.0,-200,0
109,33,0.4476094,1.0,200,0
109,34,0.39098454,2.0,100,0
109,35,0.41774978,3.0,-200,0
109,36,0.72520023,1.0,200,0
109,37,1.8124405,2.0,100,0
109,38,1.3227777,3.0,-200,0
109,39,1.0886755,1.0,200,0
109,40,0.57386197,1.0,-1050,0
109,41,1.6901519,2.0,100,0
109,42,1.1903402,3.0,-200,0
109,43,0.78977404,1.0,200,0
109,44,0.41201258,2.0,100,0
109,45,0.5639541,4.0,-100,0
109,46,0.67515266,1.0,200,0
109,47,0.30764939,2.0,-650,0
109,48,0.47228877,3.0,1050,0
109,49,0.59833507,1.0,200,0
109,50,0.50914029,2.0,100,0
109,51,0.85372601,1.0,200,0
109,52,0.94641077,2.0,100,0
109,53,0.52194909,3.0,-200,0
109,54,0.82048711,1.0,200,0
109,55,0.4167027,2.0,100,0
109,56,0.2879131,3.0,-200,0
109,57,0.4764221,1.0,200,0
109,58,0.66708023,1.0,200,0
109,59,0.32600831,2.0,100,0
109,60,0.27621933,2.0,100,0
109,61,0.31359437,2.0,-650,0
109,62,0.5967837,2.0,100,0
109,63,0.4586496,1.0,-1050,0
109,64,0.55258981,2.0,100,0
109,65,0.32342795,3.0,-200,0
109,66,0.67189961,1.0,200,0
109,67,0.54734688,2.0,100,0
109,68,0.45403964,3.0,-200,0
109,69,2.0,,0,1
109,70,0.65555113,2.0,100,0
109,71,0.33894727,3.0,1050,0
109,72,0.33244254,1.0,200,0
109,73,0.34340216,3.0,-200,0
109,74,0.27736731,1.0,200,0
109,75,0.52220616,2.0,-650,0
109,76,0.57921201,3.0,-200,0
109,77,0.30866754,1.0,200,0
109,78,0.23856547,3.0,-200,0
109,79,0.35861357,1.0,-1050,0
109,80,0.66696814,3.0,-200,0
109,81,0.82424177,1.0,200,0
109,82,1.3182839,3.0,1050,0
109,83,0.45287022,2.0,100,0
109,84,0.39449088,1.0,200,0
109,85,0.69023492,3.0,-200,0
109,86,0.52508949,2.0,100,0
109,87,0.46193016,4.0,-100,0
109,88,0.40573864,2.0,100,0
109,89,0.39503605,3.0,-200,0
109,90,0.34800289,1.0,200,0
109,91,0.30299192,2.0,100,0
109,92,0.24528153,3.0,-200,0
109,93,0.55183875,1.0,200,0
109,94,0.33189323,2.0,-650,0
109,95,0.31489232,3.0,-200,0
109,96,0.45661014,1.0,-1050,0
109,97,0.28500304,3.0,1050,0
109,98,0.3012411,2.0,100,0
109,99,0.57136159,1.0,200,0
109,100,0.22512781,3.0,-200,0
110,1,1.617987,4.0,-100,0
110,2,0.45830787,1.0,200,0
110,3,0.78461512,2.0,100,0
110,4,0.9446252,2.0,100,0
110,5,1.26214,1.0,200,0
110,6,1.6296238,1.0,200,0
110,7,1.1328766,2.0,100,0
110,8,1.0329266,1.0,200,0
110,9,0.54425967,1.0,-1050,0
110,10,1.2288666,4.0,-100,0
110,11,0.48561223,3.0,-200,0
110,12,0.52943418,2.0,100,0
110,13,1.0731235,1.0,200,0
110,14,0.67096675,1.0,200,0
110,15,1.3903855,1.0,200,0
110,16,1.3398286,2.0,-650,0
110,17,1.5467878,3.0,-200,0
110,18,1.4434679,4.0,-100,0
110,19,1.0374891,2.0,100,0
110,20,0.49527765,1.0,200,0
110,21,1.5398846,1.0,-1050,0
110,22,1.7455213,3.0,-200,0
110,23,1.026543,2.0,100,0
110,24,0.2570625,2.0,100,0
110,25,0.59946794,1.0,200,0
110,26,0.3886384,1.0,200,0
110,27,0.54632038,1.0,200,0
110,28,0.46944245,1.0,200,0
110,29,1.6888429,1.0,-1050,0
110,30,0.51060405,1.0,200,0
110,31,0.29054675,1.0,200,0
110,32,0.5352843,1.0,200,0
110,33,1.0636439,2.0,100,0
110,34,1.1655022,2.0,-650,0
110,35,0.66982298,1.0,200,0
110,36,0.45247789,1.0,-1050,0
110,37,0.69663118,2.0,100,0
110,38,1.0436259,2.0,100,0
110,39,1.9916571,1.0,200,0
110,40,0.45614357,1.0,200,0
110,41,0.59273924,1.0,200,0
110,42,0.75241291,3.0,-200,0
110,43,0.66620933,1.0,200,0
110,44,1.3555054,1.0,-1050,0
110,45,1.6057997,3.0,1050,0
110,46,0.80320324,3.0,-200,0
110,47,0.34309237,4.0,-100,0
110,48,0.62684665,4.0,650,0
110,49,1.0616225,4.0,-100,0
110,50,0.72457829,3.0,-200,0
110,51,1.1339176,1.0,200,0
110,52,0.42278476,1.0,200,0
110,53,0.53387871,1.0,200,0
110,54,0.70856073,2.0,100,0
110,55,0.50017685,2.0,100,0
110,56,0.40884261,2.0,100,0
110,57,1.226852,3.0,-200,0
110,58,0.93495668,3.0,-200,0
110,59,0.94470307,4.0,-100,0
110,60,0.42405552,1.0,200,0
110,61,0.24928149,1.0,-1050,0
110,62,0.34581645,4.0,-100,0
110,63,0.86622948,1.0,200,0
110,64,0.73522198,1.0,200,0
110,65,0.86075526,1.0,200,0
110,66,1.8313194,2.0,100,0
110,67,0.39918919,2.0,-650,0
110,68,0.90917143,3.0,-200,0
110,69,0.19403636,4.0,-100,0
110,70,1.6362467,1.0,200,0
110,71,0.25450519,1.0,-1050,0
110,72,1.6076171,1.0,200,0
110,73,0.53643212,1.0,200,0
110,74,0.4682503,1.0,200,0
110,75,1.0330318,2.0,100,0
110,76,0.70303031,2.0,100,0
110,77,0.34091719,2.0,100,0
110,78,0.43057743,1.0,200,0
110,79,1.4898305,1.0,-1050,0
110,80,1.2822351,3.0,-200,0
110,81,0.54633033,3.0,1050,0
110,82,0.57399852,3.0,-200,0
110,83,0.47856784,3.0,-200,0
110,84,0.41024003,3.0,-200,0
110,85,0.56646787,3.0,-200,0
110,86,0.8390292,3.0,1050,0
110,87,0.34882707,3.0,-200,0
110,88,0.14002223,3.0,-200,0
110,89,0.56094511,3.0,-200,0
110,90,0.32879889,3.0,-200,0
110,91,1.2014744,3.0,1050,0
110,92,1.5828168,4.0,-100,0
110,93,0.89911214,4.0,650,0
110,94,0.39564767,4.0,-100,0
110,95,1.0074243,3.0,-200,0
110,96,2.0,,0,1
110,97,0.36684381,2.0,100,0
110,98,0.24283967,1.0,200,0
110,99,0.35331399,1.0,200,0
110,100,0.39758991,1.0,200,0
111,1,1.2450369,1.0,200,0
111,2,0.92946427,2.0,100,0
111,3,0.39348105,1.0,200,0
111,4,0.59777323,1.0,200,0
111,5,0.66738003,3.0,-200,0
111,6,1.0017359,1.0,200,0
111,7,2.0,,0,1
111,8,0.43596415,1.0,-1050,0
111,9,0.47367797,2.0,100,0
111,10,0.3060024,3.0,-200,0
111,11,2.0,,0,1
111,12,0.9262066,2.0,100,0
111,13,0.6303371,2.0,100,0
111,14,0.61597151,2.0,-650,0
111,15,0.46765251,1.0,200,0
111,16,0.66151705,3.0,-200,0
111,17,0.31374165,1.0,200,0
111,18,1.2400851,3.0,-200,0
111,19,0.41438215,1.0,200,0
111,20,0.53815532,1.0,200,0
111,21,0.66353106,1.0,-1050,0
111,22,0.63448043,4.0,-100,0
111,23,0.64742129,4.0,-100,0
111,24,0.50633301,3.0,1050,0
111,25,1.1354172,3.0,-200,0
111,26,1.6193099,2.0,100,0
111,27,0.39257082,1.0,200,0
111,28,0.38282122,2.0,100,0
111,29,0.35518778,4.0,-100,0
111,30,0.64321282,3.0,-200,0
111,31,0.4447315,2.0,100,0
111,32,0.2629549,3.0,-200,0
111,33,0.34150985,1.0,200,0
111,34,0.51149396,2.0,100,0
111,35,0.66016343,3.0,-200,0
111,36,0.47870512,1.0,200,0
111,37,0.5393746,4.0,-100,0
111,38,0.46368973,2.0,-650,0
111,39,0.56209574,1.0,200,0
111,40,0.37248322,1.0,-1050,0
111,41,0.90376982,2.0,100,0
111,42,2.0,,0,1
111,43,0.31599624,4.0,650,0
111,44,0.30634782,1.0,200,0
111,45,0.73915226,4.0,-100,0
111,46,0.27211624,3.0,1050,0
111,47,0.37672161,2.0,100,0
111,48,0.28746802,3.0,-200,0
111,49,0.6234073,1.0,200,0
111,50,0.34508472,4.0,-100,0
111,51,0.651422,1.0,200,0
111,52,0.39285501,4.0,-100,0
111,53,0.29031689,2.0,100,0
111,54,0.2716447,1.0,200,0
111,55,0.31420133,3.0,-200,0
111,56,0.37467537,1.0,200,0
111,57,0.14010229,4.0,-100,0
111,58,0.51204753,2.0,100,0
111,59,0.41824407,3.0,-200,0
111,60,0.27979293,4.0,-100,0
111,61,0.51999558,1.0,200,0
111,62,0.5739988,1.0,-1050,0
111,63,0.36188535,2.0,100,0
111,64,0.70110833,2.0,100,0
111,65,0.33045599,3.0,-200,0
111,66,0.47193858,4.0,-100,0
111,67,0.32365368,2.0,-650,0
111,68,1.1076121,1.0,200,0
111,69,0.41604755,3.0,-200,0
111,70,0.58228232,2.0,100,0
111,71,0.30955924,1.0,200,0
111,72,0.38674162,1.0,200,0
111,73,0.50464251,4.0,650,0
111,74,0.28172091,3.0,1050,0
111,75,1.4096864,2.0,100,0
111,76,0.78493118,2.0,100,0
111,77,0.31629529,3.0,-200,0
111,78,0.28642695,4.0,-100,0
111,79,0.37794913,1.0,200,0
111,80,0.68235881,2.0,100,0
111,81,0.27366072,1.0,-1050,0
111,82,0.31898728,2.0,-650,0
111,83,0.46083275,3.0,-200,0
111,84,0.41912581,4.0,-100,0
111,85,0.4519573,3.0,-200,0
111,86,0.49433012,2.0,100,0
111,87,0.4316249,1.0,200,0
111,88,0.32704159,2.0,100,0
111,89,0.44773779,1.0,200,0
111,90,0.27554045,3.0,-200,0
111,91,0.95699653,1.0,200,0
111,92,0.74251317,1.0,200,0
111,93,0.46617778,4.0,-100,0
111,94,0.92214692,1.0,-1050,0
111,95,0.54863278,2.0,100,0
111,96,0.35424842,3.0,1050,0
111,97,0.44828406,2.0,100,0
111,98,0.30281672,3.0,-200,0
111,99,0.71945021,4.0,-100,0
111,100,0.33224582,4.0,650,0
112,1,2.0,,0,1
112,2,2.0,,0,1
112,3,1.332294,2.0,100,0
112,4,1.3307712,1.0,200,0
112,5,2.0,,0,1
112,6,1.2921059,4.0,-100,0
112,7,0.84882774,3.0,-200,0
112,8,0.72905572,1.0,200,0
112,9,0.81116552,1.0,200,0
112,10,0.65508576,4.0,-100,0
112,11,0.38709153,3.0,-200,0
112,12,0.69660669,4.0,-100,0
112,13,0.78900489,4.0,-100,0
112,14,0.85170191,1.0,200,0
112,15,0.57138261,2.0,100,0
112,16,2.0,,0,1
112,17,1.1699833,1.0,-1050,0
112,18,1.0414068,3.0,-200,0
112,19,1.0892303,2.0,100,0
112,20,0.63777031,2.0,100,0
112,21,1.3114921,4.0,650,0
112,22,0.60413474,2.0,-650,0
112,23,0.47965842,4.0,-100,0
112,24,0.5433582,1.0,200,0
112,25,0.70477435,1.0,200,0
112,26,1.1805932,2.0,100,0
112,27,0.71650875,1.0,200,0
112,28,0.63632582,3.0,-200,0
112,29,0.52861212,1.0,200,0
112,30,0.87767734,4.0,-100,0
112,31,0.58897204,3.0,1050,0
112,32,1.1168441,1.0,-1050,0
112,33,0.4218881,4.0,-100,0
112,34,0.91946279,4.0,-100,0
112,35,0.35435962,3.0,-200,0
112,36,0.7885446,1.0,200,0
112,37,0.62643271,2.0,100,0
112,38,0.80870333,2.0,100,0
112,39,0.76738149,2.0,100,0
112,40,0.5272849,3.0,-200,0
112,41,0.87774099,1.0,200,0
112,42,0.91661227,3.0,-200,0
112,43,1.1095457,4.0,650,0
112,44,1.0915763,4.0,-100,0
112,45,1.1727067,3.0,-200,0
112,46,0.72168111,1.0,200,0
112,47,0.79906917,1.0,200,0
112,48,0.72510665,1.0,-1050,0
112,49,0.79404635,4.0,-100,0
112,50,0.88133788,2.0,-650,0
112,51,1.8919845,1.0,200,0
112,52,1.4271289,2.0,100,0
112,53,0.49523217,3.0,-200,0
112,54,0.56951802,4.0,-100,0
112,55,0.83303712,4.0,-100,0
112,56,1.1231649,3.0,-200,0
112,57,0.77908948,4.0,-100,0
112,58,0.59510575,1.0,200,0
112,59,0.96007604,2.0,100,0
112,60,0.57153638,2.0,100,0
112,61,0.45905394,3.0,-200,0
112,62,0.61467892,4.0,-100,0
112,63,0.65991626,4.0,650,0
112,64,0.65652354,3.0,-200,0
112,65,0.60237222,4.0,-100,0
112,66,0.78547902,3.0,1050,0
112,67,1.1247659,2.0,100,0
112,68,1.546839,2.0,-650,0
112,69,0.37342843,4.0,-100,0
112,70,0.5092907,1.0,200,0
112,71,0.49986927,4.0,-100,0
112,72,0.53986812,2.0,100,0
112,73,0.37747163,2.0,100,0
112,74,0.41102645,3.0,-200,0
112,75,0.73362018,1.0,200,0
112,76,0.68679857,1.0,-1050,0
112,77,0.37778823,4.0,-100,0
112,78,0.66269675,2.0,100,0
112,79,0.40660738,2.0,100,0
112,80,0.97498284,3.0,-200,0
112,81,0.40428206,1.0,200,0
112,82,0.45386615,4.0,650,0
112,83,0.32888274,1.0,200,0
112,84,0.73438177,3.0,-200,0
112,85,0.60537679,2.0,-650,0
112,86,0.56929753,2.0,100,0
112,87,0.41650744,1.0,200,0
112,88,0.65493003,2.0,100,0
112,89,1.2060647,1.0,200,0
112,90,1.0235469,1.0,-1050,0
112,91,0.51332555,2.0,100,0
112,92,0.42990112,3.0,-200,0
112,93,0.46366991,4.0,-100,0
112,94,0.56083478,1.0,200,0
112,95,0.50643304,4.0,-100,0
112,96,0.59763184,2.0,100,0
112,97,0.19166859,3.0,1050,0
112,98,0.53805024,3.0,-200,0
112,99,0.41147413,1.0,200,0
112,100,0.75799249,2.0,-650,0
113,1,1.0583432,1.0,200,0
113,2,0.87352365,2.0,100,0
113,3,0.61976916,3.0,-200,0
113,4,0.65881409,1.0,200,0
113,5,1.5004022,1.0,200,0
113,6,0.91640906,1.0,200,0
113,7,2.0,,0,1
113,8,0.71175421,4.0,-100,0
113,9,0.58018522,2.0,100,0
113,10,0.43838935,2.0,100,0
113,11,0.45840751,1.0,-1050,0
113,12,0.94436665,3.0,-200,0
113,13,0.4277728,4.0,-100,0
113,14,0.47254809,2.0,100,0
113,15,0.44256529,1.0,200,0
113,16,0.84142774,1.0,200,0
113,17,0.44637239,2.0,-650,0
113,18,0.54420449,4.0,-100,0
113,19,0.43630778,3.0,-200,0
113,20,0.5726771,1.0,200,0
113,21,0.38713379,2.0,100,0
113,22,0.43515743,4.0,-100,0
113,23,0.62202429,1.0,200,0
113,24,0.4335491,3.0,-200,0
113,25,0.42993757,1.0,-1050,0
113,26,0.69678625,2.0,100,0
113,27,0.78856023,2.0,100,0
113,28,0.34509065,4.0,650,0
113,29,0.65477881,3.0,1050,0
113,30,1.422346,2.0,100,0
113,31,0.66272448,4.0,-100,0
113,32,0.31727212,2.0,-650,0
113,33,0.51964813,3.0,-200,0
113,34,0.51439404,1.0,200,0
113,35,1.0837567,1.0,200,0
113,36,0.39465526,1.0,200,0
113,37,1.1394034,2.0,100,0
113,38,0.5910446,1.0,200,0
113,39,0.5141128,2.0,100,0
113,40,0.60975407,1.0,-1050,0
113,41,0.62018435,2.0,100,0
113,42,0.28483111,2.0,100,0
113,43,1.0888248,4.0,-100,0
113,44,0.44059342,3.0,-200,0
113,45,0.31905652,1.0,200,0
113,46,0.39050001,1.0,200,0
113,47,0.5068197,2.0,-650,0
113,48,0.39642566,1.0,200,0
113,49,0.65657195,1.0,200,0
113,50,0.50619059,4.0,-100,0
113,51,2.0,,0,1
113,52,0.41874454,1.0,200,0
113,53,0.53615698,2.0,100,0
113,54,0.44470128,1.0,200,0
113,55,0.4982631,2.0,100,0
113,56,0.86653259,4.0,-100,0
113,57,0.34413121,1.0,200,0
113,58,0.4219875,2.0,100,0
113,59,0.79171554,3.0,-200,0
113,60,0.35784938,1.0,200,0
113,61,0.58364189,2.0,100,0
113,62,0.70440684,1.0,-1050,0
113,63,0.40461734,2.0,-650,0
113,64,0.45331608,3.0,-200,0
113,65,0.74364189,4.0,-100,0
113,66,0.434092,1.0,200,0
113,67,2.0,,0,1
113,68,0.34553118,2.0,100,0
113,69,0.26867634,1.0,200,0
113,70,0.92762302,3.0,-200,0
113,71,0.30845572,2.0,100,0
113,72,0.38686182,1.0,200,0
113,73,0.40062619,1.0,200,0
113,74,0.39614214,2.0,100,0
113,75,1.4580489,1.0,-1050,0
113,76,0.53978822,2.0,100,0
113,77,0.40434874,3.0,-200,0
113,78,0.43924875,1.0,200,0
113,79,0.25395018,2.0,-650,0
113,80,0.55370295,1.0,200,0
113,81,0.59659918,1.0,200,0
113,82,1.204982,3.0,1050,0
113,83,0.89345105,2.0,100,0
113,84,0.38498477,1.0,200,0
113,85,1.2278018,2.0,100,0
113,86,0.44659345,3.0,-200,0
113,87,0.39790052,1.0,-1050,0
113,88,0.38252096,2.0,100,0
113,89,0.34309235,3.0,-200,0
113,90,0.38399532,4.0,-100,0
113,91,0.63852156,2.0,100,0
113,92,0.4409415,1.0,200,0
113,93,0.5504795,2.0,-650,0
113,94,0.57654975,1.0,200,0
113,95,0.38693888,1.0,200,0
113,96,0.35090981,1.0,200,0
113,97,0.39393577,1.0,-1050,0
113,98,0.39228097,1.0,200,0
113,99,0.33555621,1.0,200,0
113,100,0.56647254,1.0,200,0
114,1,4.2930969,2.0,100,0
114,2,1.6047787,1.0,200,0
114,3,1.3271096,4.0,-100,0
114,4,0.56136354,3.0,-200,0
114,5,0.18353905,2.0,100,0
114,6,0.26280499,1.0,200,0
114,7,0.27608773,1.0,200,0
114,8,0.095953488,1.0,200,0
114,9,0.12755697,1.0,-1050,0
114,10,0.13276905,2.0,100,0
114,11,0.11345731,3.0,-200,0
114,12,0.19829614,2.0,100,0
114,13,0.23916162,4.0,-100,0
114,14,0.075228989,2.0,-650,0
114,15,0.13693308,1.0,200,0
114,16,0.2496571,1.0,200,0
114,17,0.17734083,2.0,100,0
114,18,0.73182214,3.0,-200,0
114,19,0.12539181,2.0,100,0
114,20,0.13060746,1.0,200,0
114,21,0.40819352,2.0,100,0
114,22,0.35254826,4.0,-100,0
114,23,0.68992675,2.0,100,0
114,24,0.38483478,1.0,200,0
114,25,0.77112023,2.0,-650,0
114,26,0.17377555,3.0,-200,0
114,27,0.076817122,1.0,-1050,0
114,28,0.21079891,2.0,100,0
114,29,0.24922725,4.0,-100,0
114,30,0.24822101,2.0,100,0
114,31,0.98756336,2.0,100,0
114,32,0.76441273,1.0,200,0
114,33,0.51335941,1.0,200,0
114,34,0.69575574,3.0,1050,0
114,35,0.27327486,4.0,650,0
114,36,0.5538495,2.0,100,0
114,37,0.87322105,2.0,-650,0
114,38,0.33330232,1.0,200,0
114,39,0.33743198,1.0,200,0
114,40,0.24381677,3.0,-200,0
114,41,0.16785579,4.0,-100,0
114,42,0.52182523,1.0,-1050,0
114,43,0.099129428,2.0,100,0
114,44,0.17656216,2.0,100,0
114,45,0.064880679,2.0,100,0
114,46,0.66175855,1.0,200,0
114,47,0.080506556,1.0,200,0
114,48,0.001252612,1.0,200,0
114,49,1.0212691,3.0,-200,0
114,50,0.28843652,3.0,-200,0
114,51,0.1214372,3.0,-200,0
114,52,0.18773484,3.0,1050,0
114,53,1.0643701,4.0,-100,0
114,54,0.10285938,4.0,-100,0
114,55,0.017038954,4.0,-100,0
114,56,0.32295823,4.0,650,0
114,57,1.3161275,1.0,200,0
114,58,0.13091121,2.0,100,0
114,59,3.3769045,3.0,-200,0
114,60,0.31478124,3.0,-200,0
114,61,0.20260475,3.0,-200,0
114,62,0.16896642,3.0,-200,0
114,63,0.5362562,3.0,1050,0
114,64,1.8256357,2.0,-650,0
114,65,4.4090325,1.0,-1050,0
114,66,0.63407207,4.0,-100,0
114,67,0.11344402,4.0,-100,0
114,68,0.13702806,4.0,-100,0
114,69,0.12466338,4.0,-100,0
114,70,0.027316918,4.0,650,0
114,71,1.0844758,2.0,100,0
114,72,0.13178097,2.0,100,0
114,73,0.63342632,2.0,100,0
114,74,0.21795929,2.0,100,0
114,75,0.56801496,1.0,200,0
114,76,0.20513558,1.0,200,0
114,77,0.18607701,1.0,200,0
114,78,0.12081802,1.0,200,0
114,79,0.73486549,3.0,-200,0
114,80,0.20859258,3.0,-200,0
114,81,0.20065224,3.0,-200,0
114,82,0.18209388,3.0,-200,0
114,83,0.26332367,3.0,1050,0
114,84,2.5051857,2.0,-650,0
114,85,0.46556372,2.0,100,0
114,86,0.39453506,2.0,100,0
114,87,0.46721409,2.0,100,0
114,88,0.24108333,2.0,100,0
114,89,1.0963675,4.0,-100,0
114,90,0.087311634,4.0,-100,0
114,91,0.10768408,4.0,-100,0
114,92,0.13986654,4.0,-100,0
114,93,0.13674279,4.0,650,0
114,94,1.6946928,1.0,-1050,0
114,95,1.8120123,3.0,-200,0
114,96,0.14533245,3.0,-200,0
114,97,0.13650679,3.0,-200,0
114,98,0.16146793,3.0,-200,0
114,99,0.94012199,4.0,-100,0
114,100,0.22215735,4.0,-100,0
115,1,2.0353881,1.0,200,0
115,2,0.85703866,3.0,-200,0
115,3,0.085473441,1.0,200,0
115,4,0.28916899,2.0,100,0
115,5,0.2223623,4.0,-100,0
115,6,0.14969612,1.0,200,0
115,7,0.12191675,1.0,200,0
115,8,0.20675351,1.0,-1050,0
115,9,0.13366038,3.0,-200,0
115,10,0.22051968,2.0,100,0
115,11,0.14592983,2.0,100,0
115,12,0.10200289,1.0,200,0
115,13,0.16615587,1.0,200,0
115,14,0.10236954,2.0,100,0
115,15,0.27536068,2.0,-650,0
115,16,0.21124142,4.0,-100,0
115,17,0.14228608,1.0,200,0
115,18,0.25002431,1.0,200,0
115,19,0.11977881,1.0,-1050,0
115,20,0.069812133,1.0,200,0
115,21,0.12591288,1.0,200,0
115,22,0.11047007,2.0,100,0
115,23,0.28976256,2.0,100,0
115,24,0.27846597,4.0,-100,0
115,25,0.30923878,3.0,-200,0
115,26,0.029295862,1.0,200,0
115,27,0.18631967,1.0,200,0
115,28,0.12584513,2.0,100,0
115,29,0.17169411,2.0,100,0
115,30,0.18877466,1.0,-1050,0
115,31,0.56555213,2.0,-650,0
115,32,0.74717577,1.0,200,0
115,33,0.27684606,1.0,200,0
115,34,0.1008297,2.0,100,0
115,35,0.18190763,2.0,100,0
115,36,0.21402901,4.0,-100,0
115,37,0.19018548,4.0,650,0
115,38,0.61938331,3.0,-200,0
115,39,0.17348616,3.0,1050,0
115,40,0.34990028,3.0,-200,0
115,41,0.23375615,3.0,-200,0
115,42,0.14229483,3.0,-200,0
115,43,0.24660457,3.0,-200,0
115,44,0.11545559,4.0,-100,0
115,45,0.2379766,4.0,-100,0
115,46,0.003509539,2.0,100,0
115,47,0.25057347,2.0,100,0
115,48,0.16605149,1.0,200,0
115,49,0.14239857,1.0,200,0
115,50,0.20533329,3.0,1050,0
115,51,0.19618632,4.0,-100,0
115,52,0.42971846,2.0,-650,0
115,53,0.29093381,1.0,-1050,0
115,54,0.35511661,1.0,200,0
115,55,0.17307737,1.0,200,0
115,56,0.30262881,2.0,100,0
115,57,0.0264256,2.0,100,0
115,58,0.65373893,3.0,-200,0
115,59,0.14952268,3.0,-200,0
115,60,0.15814157,3.0,-200,0
115,61,0.20952036,4.0,-100,0
115,62,0.33535576,2.0,100,0
115,63,0.17503216,4.0,650,0
115,64,0.46492017,1.0,200,0
115,65,0.11795499,1.0,200,0
115,66,0.47052779,3.0,-200,0
115,67,0.18021024,3.0,1050,0
115,68,1.5896216,2.0,100,0
115,69,0.14822727,2.0,-650,0
115,70,1.2692075,2.0,100,0
115,71,0.15749192,2.0,100,0
115,72,0.76619652,4.0,-100,0
115,73,0.29681016,4.0,-100,0
115,74,0.19907895,3.0,-200,0
115,75,0.20319794,1.0,-1050,0
115,76,0.45144414,1.0,200,0
115,77,0.26194105,1.0,200,0
115,78,0.21356544,3.0,-200,0
115,79,0.26008838,3.0,-200,0
115,80,0.23735872,3.0,-200,0
115,81,2.2933596,2.0,100,0
115,82,0.2455215,2.0,100,0
115,83,0.57275371,2.0,-650,0
115,84,0.29454806,2.0,100,0
115,85,0.7875011,3.0,1050,0
115,86,2.6519021,4.0,-100,0
115,87,0.32351618,1.0,200,0
115,88,0.3581039,1.0,200,0
115,89,1.1566854,2.0,100,0
115,90,0.24648592,2.0,100,0
115,91,0.93694079,3.0,-200,0
115,92,0.46146445,4.0,-100,0
115,93,0.17836988,3.0,-200,0
115,94,0.3567443,4.0,650,0
115,95,0.24230534,3.0,-200,0
115,96,0.048617126,1.0,-1050,0
115,97,3.6691078,1.0,200,0
115,98,0.27422379,1.0,200,0
115,99,0.11921344,2.0,100,0
115,100,0.1807769,2.0,-650,0
116,1,8.5717586,1.0,200,0
116,2,2.585194,3.0,-200,0
116,3,1.533781,1.0,200,0
116,4,1.8218354,2.0,100,0
116,5,1.2139093,1.0,200,0
116,6,2.7025997,4.0,-100,0
116,7,1.2210794,1.0,200,0
116,8,2.8461526,3.0,-200,0
116,9,1.6059962,1.0,-1050,0
116,10,1.3899415,2.0,100,0
116,11,0.98992597,1.0,200,0
116,12,1.5425198,1.0,200,0
116,13,2.4140691,4.0,-100,0
116,14,1.3582438,1.0,200,0
116,15,0.67811616,1.0,200,0
116,16,1.0697515,1.0,-1050,0
116,17,1.5339639,1.0,200,0
116,18,0.88560847,2.0,100,0
116,19,2.8860166,3.0,-200,0
116,20,1.4774967,4.0,-100,0
116,21,1.2452145,1.0,200,0
116,22,1.8382104,1.0,200,0
116,23,0.72461371,1.0,200,0
116,24,0.74196673,1.0,-1050,0
116,25,1.1656995,1.0,200,0
116,26,0.69308035,1.0,200,0
116,27,0.88625973,2.0,100,0
116,28,0.50224766,3.0,-200,0
116,29,0.50195947,2.0,-650,0
116,30,0.54201892,1.0,200,0
116,31,0.26967241,1.0,200,0
116,32,0.50044136,1.0,-1050,0
116,33,0.84614193,1.0,200,0
116,34,0.3971343,1.0,200,0
116,35,1.5426148,4.0,-100,0
116,36,2.1903834,3.0,1050,0
116,37,0.66942765,1.0,200,0
116,38,0.80672239,2.0,100,0
116,39,0.86990938,3.0,-200,0
116,40,0.51687438,1.0,200,0
116,41,0.75803343,2.0,100,0
116,42,1.3182897,4.0,650,0
116,43,0.99050819,1.0,-1050,0
116,44,1.1160938,4.0,-100,0
116,45,0.61425522,3.0,-200,0
116,46,0.50172898,2.0,100,0
116,47,0.44577788,1.0,200,0
116,48,0.74959259,4.0,-100,0
116,49,0.4694591,2.0,100,0
116,50,0.66992591,3.0,-200,0
116,51,0.73508906,4.0,-100,0
116,52,0.43799187,2.0,-650,0
116,53,0.50154582,1.0,200,0
116,54,0.79818528,3.0,-200,0
116,55,0.88615081,4.0,-100,0
116,56,0.37312405,2.0,100,0
116,57,0.57427259,1.0,200,0
116,58,0.55811253,3.0,1050,0
116,59,0.90173838,3.0,-200,0
116,60,0.50090137,3.0,-200,0
