Subnum,trial,RT,choice,outcome,missed
46,58,0.372,3.0,-200,0
46,59,0.44,1.0,200,0
46,60,0.275,2.0,100,0
46,61,0.312,2.0,-650,0
46,62,1.31,1.0,-1050,0
46,63,0.376,3.0,-200,0
46,64,0.325,3.0,-200,0
46,65,0.313,3.0,-200,0
46,66,0.494,3.0,1050,0
46,67,0.362,1.0,200,0
46,68,0.562,1.0,200,0
46,69,0.433,2.0,100,0
46,70,0.312,2.0,100,0
46,71,0.704,4.0,-100,0
46,72,0.38,4.0,-100,0
46,73,0.308,4.0,-100,0
46,74,0.204,4.0,-100,0
46,75,0.33,4.0,650,0
46,76,1.28,1.0,200,0
46,77,0.43,2.0,100,0
46,78,0.339,4.0,-100,0
46,79,0.251,4.0,-100,0
46,80,0.382,4.0,-100,0
46,81,0.216,4.0,-100,0
46,82,0.217,4.0,650,0
46,83,0.51,2.0,100,0
46,84,0.33,2.0,-650,0
46,85,0.757,2.0,100,0
46,86,0.241,2.0,100,0
46,87,0.312,2.0,100,0
46,88,0.577,1.0,200,0
46,89,0.285,1.0,-1050,0
46,90,0.794,1.0,200,0
46,91,0.433,1.0,200,0
46,92,0.369,3.0,-200,0
46,93,0.267,3.0,-200,0
46,94,0.315,3.0,-200,0
46,95,0.312,3.0,-200,0
46,96,0.299,3.0,1050,0
46,97,1.37,3.0,-200,0
46,98,0.332,3.0,-200,0
46,99,0.282,3.0,-200,0
46,100,0.247,3.0,-200,0
47,1,1.24,1.0,200,0
47,2,0.684,1.0,200,0
47,3,2.0,,0,1
47,4,0.759,1.0,200,0
47,5,0.921,1.0,200,0
47,6,1.05,1.0,-1050,0
47,7,0.816,2.0,100,0
47,8,0.432,4.0,-100,0
47,9,0.418,2.0,100,0
47,10,0.4,3.0,-200,0
47,11,0.277,1.0,200,0
47,12,0.379,1.0,200,0
47,13,0.472,1.0,200,0
47,14,0.371,2.0,100,0
47,15,0.367,1.0,200,0
47,16,0.479,1.0,-1050,0
47,17,0.375,2.0,100,0
47,18,0.343,1.0,200,0
47,19,0.547,1.0,200,0
47,20,0.522,2.0,-650,0
47,21,0.408,1.0,200,0
47,22,0.454,1.0,200,0
47,23,0.502,2.0,100,0
47,24,0.362,1.0,-1050,0
47,25,1.83,3.0,-200,0
47,26,0.853,1.0,200,0
47,27,0.298,1.0,200,0
47,28,0.408,2.0,100,0
47,29,0.65,2.0,100,0
47,30,0.41,1.0,200,0
47,31,0.312,1.0,200,0
47,32,0.276,2.0,100,0
47,33,0.685,1.0,-1050,0
47,34,1.01,2.0,-650,0
47,35,0.602,1.0,200,0
47,36,0.517,1.0,200,0
47,37,0.499,1.0,200,0
47,38,0.425,2.0,100,0
47,39,0.344,2.0,100,0
47,40,0.305,1.0,200,0
47,41,0.677,2.0,100,0
47,42,2.0,,0,1
47,43,0.372,1.0,-1050,0
47,44,0.837,1.0,200,0
47,45,0.892,1.0,200,0
47,46,0.444,4.0,-100,0
47,47,0.416,1.0,200,0
47,48,0.523,1.0,200,0
47,49,0.829,2.0,100,0
47,50,0.531,2.0,-650,0
47,51,0.831,1.0,200,0
47,52,0.349,1.0,200,0
47,53,0.316,1.0,200,0
47,54,0.45,2.0,100,0
47,55,0.358,1.0,200,0
47,56,0.42,1.0,-1050,0
47,57,0.331,1.0,200,0
47,58,0.457,1.0,200,0
47,59,0.245,1.0,200,0
47,60,0.271,1.0,200,0
47,61,0.232,1.0,-1050,0
47,62,0.327,1.0,200,0
47,63,0.387,1.0,200,0
47,64,0.313,1.0,200,0
47,65,0.428,1.0,200,0
47,66,0.472,2.0,100,0
47,67,0.356,1.0,-1050,0
47,68,0.721,1.0,200,0
47,69,0.258,1.0,200,0
47,70,0.478,1.0,200,0
47,71,0.244,1.0,200,0
47,72,0.73,2.0,100,0
47,73,0.344,2.0,100,0
47,74,0.306,1.0,-1050,0
47,75,0.314,1.0,200,0
47,76,1.75,1.0,200,0
47,77,0.334,1.0,200,0
47,78,0.28,1.0,200,0
47,79,0.291,2.0,-650,0
47,80,0.927,1.0,-1050,0
47,81,0.276,1.0,200,0
47,82,0.289,1.0,200,0
47,83,0.293,1.0,200,0
47,84,0.289,2.0,100,0
47,85,0.347,3.0,-200,0
47,86,0.513,4.0,-100,0
47,87,0.346,1.0,200,0
47,88,0.388,1.0,-1050,0
47,89,0.486,2.0,100,0
47,90,0.287,1.0,200,0
47,91,0.345,1.0,200,0
47,92,0.532,1.0,200,0
47,93,0.442,2.0,100,0
47,94,1.03,2.0,100,0
47,95,0.326,1.0,200,0
47,96,0.293,1.0,-1050,0
47,97,0.476,1.0,200,0
47,98,0.25,1.0,200,0
47,99,0.601,1.0,200,0
47,100,0.837,1.0,200,0
48,1,1.44,1.0,200,0
48,2,0.727,2.0,100,0
48,3,0.601,3.0,-200,0
48,4,0.237,1.0,200,0
48,5,0.341,1.0,200,0
48,6,0.517,4.0,-100,0
48,7,0.308,1.0,200,0
48,8,0.316,1.0,-1050,0
48,9,0.248,2.0,100,0
48,10,0.366,1.0,200,0
48,11,0.363,2.0,100,0
48,12,0.42,1.0,200,0
48,13,0.389,1.0,200,0
48,14,0.351,3.0,-200,0
48,15,0.474,1.0,200,0
48,16,0.569,2.0,100,0
48,17,0.553,1.0,-1050,0
48,18,0.94,2.0,-650,0
48,19,0.342,1.0,200,0
48,20,0.528,1.0,200,0
48,21,0.34,4.0,-100,0
48,22,0.236,1.0,200,0
48,23,0.399,1.0,200,0
48,24,0.325,3.0,-200,0
48,25,0.525,1.0,-1050,0
48,26,0.284,2.0,100,0
48,27,0.338,2.0,100,0
48,28,0.824,2.0,100,0
48,29,1.47,1.0,200,0
48,30,2.0,,0,1
48,31,1.08,1.0,200,0
48,32,0.638,1.0,200,0
48,33,0.387,2.0,100,0
48,34,1.09,2.0,-650,0
48,35,1.56,4.0,-100,0
48,36,0.379,3.0,-200,0
48,37,0.344,1.0,200,0
48,38,0.415,2.0,100,0
48,39,0.583,1.0,-1050,0
48,40,0.373,2.0,100,0
48,41,0.422,2.0,100,0
48,42,1.14,1.0,200,0
48,43,0.413,1.0,200,0
48,44,0.38,3.0,1050,0
48,45,0.85,1.0,200,0
48,46,0.357,2.0,100,0
48,47,0.297,3.0,-200,0
48,48,0.274,2.0,-650,0
48,49,0.467,1.0,200,0
48,50,0.394,1.0,-1050,0
48,51,1.14,1.0,200,0
48,52,0.574,2.0,100,0
48,53,0.481,1.0,200,0
48,54,0.294,3.0,-200,0
48,55,0.284,1.0,200,0
48,56,0.422,1.0,200,0
48,57,0.759,4.0,-100,0
48,58,0.443,1.0,-1050,0
48,59,0.824,2.0,100,0
48,60,0.625,2.0,100,0
48,61,0.634,2.0,100,0
48,62,0.306,3.0,-200,0
48,63,0.291,2.0,-650,0
48,64,0.43,1.0,200,0
48,65,0.472,1.0,200,0
48,66,0.432,1.0,200,0
48,67,2.0,,0,1
48,68,0.833,2.0,100,0
48,69,0.565,2.0,100,0
48,70,0.431,1.0,200,0
48,71,0.325,3.0,-200,0
48,72,0.258,1.0,-1050,0
48,73,0.846,2.0,100,0
48,74,0.593,2.0,100,0
48,75,0.756,2.0,-650,0
48,76,1.07,1.0,200,0
48,77,0.884,1.0,200,0
48,78,0.482,1.0,200,0
48,79,0.454,1.0,200,0
48,80,0.384,2.0,100,0
48,81,0.463,2.0,100,0
48,82,0.697,2.0,100,0
48,83,0.459,1.0,-1050,0
48,84,0.56,2.0,100,0
48,85,0.382,2.0,-650,0
48,86,0.285,3.0,-200,0
48,87,0.445,4.0,-100,0
48,88,0.265,1.0,200,0
48,89,0.348,1.0,200,0
48,90,0.386,1.0,200,0
48,91,0.438,2.0,100,0
48,92,0.443,2.0,100,0
48,93,0.393,2.0,100,0
48,94,0.35,3.0,1050,0
48,95,0.316,3.0,-200,0
48,96,0.619,4.0,-100,0
48,97,0.314,2.0,100,0
48,98,0.382,2.0,-650,0
48,99,0.536,1.0,200,0
48,100,0.496,1.0,-1050,0
49,1,2.0,,0,1
49,2,0.593,1.0,200,0
49,3,0.686,2.0,100,0
49,4,0.566,1.0,200,0
49,5,1.27,2.0,100,0
49,6,0.436,1.0,200,0
49,7,0.731,1.0,200,0
49,8,0.529,1.0,-1050,0
49,9,0.321,2.0,100,0
49,10,0.431,3.0,-200,0
49,11,0.269,2.0,100,0
49,12,0.272,1.0,200,0
49,13,0.361,2.0,-650,0
49,14,0.3,1.0,200,0
49,15,0.504,1.0,200,0
49,16,0.392,2.0,100,0
49,17,0.324,1.0,200,0
49,18,0.728,2.0,100,0
49,19,0.364,1.0,-1050,0
49,20,0.5,2.0,100,0
49,21,0.608,2.0,100,0
49,22,0.334,1.0,200,0
49,23,0.289,1.0,200,0
49,24,0.312,2.0,-650,0
49,25,0.368,1.0,200,0
49,26,0.535,1.0,200,0
49,27,0.349,2.0,100,0
49,28,0.523,1.0,-1050,0
49,29,0.278,2.0,100,0
49,30,1.66,2.0,100,0
49,31,0.367,1.0,200,0
49,32,0.776,1.0,200,0
49,33,0.449,3.0,-200,0
49,34,0.336,1.0,200,0
49,35,0.361,2.0,100,0
49,36,0.269,1.0,200,0
49,37,0.355,4.0,-100,0
49,38,0.305,1.0,-1050,0
49,39,0.305,2.0,-650,0
49,40,0.278,1.0,200,0
49,41,0.482,2.0,100,0
49,42,0.369,1.0,200,0
49,43,0.946,3.0,-200,0
49,44,1.72,2.0,100,0
49,45,0.762,2.0,100,0
49,46,0.398,3.0,-200,0
49,47,0.243,1.0,200,0
49,48,0.646,2.0,100,0
49,49,0.453,1.0,200,0
49,50,0.46,4.0,-100,0
49,51,1.09,1.0,200,0
49,52,0.43,4.0,-100,0
49,53,0.442,1.0,200,0
49,54,0.449,4.0,-100,0
49,55,0.421,2.0,100,0
49,56,1.47,1.0,200,0
49,57,0.684,4.0,-100,0
49,58,0.579,1.0,200,0
49,59,0.553,3.0,-200,0
49,60,0.315,1.0,-1050,0
49,61,0.409,2.0,100,0
49,62,1.39,2.0,100,0
49,63,0.71,1.0,200,0
49,64,0.286,4.0,-100,0
49,65,0.352,1.0,200,0
49,66,0.344,4.0,650,0
49,67,0.777,2.0,100,0
49,68,1.25,2.0,-650,0
49,69,0.599,1.0,200,0
49,70,0.44,4.0,-100,0
49,71,0.316,2.0,100,0
49,72,1.03,2.0,100,0
49,73,0.74,1.0,200,0
49,74,0.38,4.0,-100,0
49,75,1.18,1.0,-1050,0
49,76,0.583,2.0,100,0
49,77,0.623,2.0,100,0
49,78,0.45,1.0,200,0
49,79,0.947,4.0,-100,0
49,80,0.36,1.0,200,0
49,81,0.311,4.0,-100,0
49,82,0.51,2.0,-650,0
49,83,1.61,4.0,650,0
49,84,0.37,1.0,200,0
49,85,0.511,1.0,200,0
49,86,0.316,2.0,100,0
49,87,0.371,3.0,-200,0
49,88,0.571,2.0,100,0
49,89,0.328,4.0,-100,0
49,90,0.334,1.0,-1050,0
49,91,0.487,4.0,-100,0
49,92,0.344,3.0,-200,0
49,93,0.273,2.0,100,0
49,94,0.417,1.0,200,0
49,95,0.483,4.0,-100,0
49,96,0.308,1.0,200,0
49,97,0.313,2.0,100,0
49,98,0.337,1.0,200,0
49,99,0.493,4.0,-100,0
49,100,1.32,2.0,-650,0
50,1,0.702,1.0,200,0
50,2,0.429,4.0,-100,0
50,3,0.356,3.0,-200,0
50,4,0.419,2.0,100,0
50,5,0.36,1.0,200,0
50,6,0.438,1.0,200,0
50,7,0.348,2.0,100,0
50,8,1.32,1.0,200,0
50,9,0.391,4.0,-100,0
50,10,0.348,4.0,-100,0
50,11,0.351,2.0,100,0
50,12,0.379,3.0,-200,0
50,13,0.348,2.0,100,0
50,14,0.423,1.0,-1050,0
50,15,0.477,2.0,-650,0
50,16,0.763,3.0,-200,0
50,17,0.342,2.0,100,0
50,18,0.518,2.0,100,0
50,19,0.286,4.0,-100,0
50,20,0.38,2.0,100,0
50,21,0.419,3.0,-200,0
50,22,0.322,2.0,100,0
50,23,0.329,2.0,-650,0
50,24,0.304,3.0,1050,0
50,25,0.475,3.0,-200,0
50,26,0.331,1.0,200,0
50,27,0.286,1.0,200,0
50,28,0.325,1.0,200,0
50,29,0.372,1.0,200,0
50,30,0.473,1.0,-1050,0
50,31,0.305,2.0,100,0
50,32,0.31,2.0,100,0
50,33,0.413,4.0,650,0
50,34,0.341,2.0,100,0
50,35,0.494,1.0,200,0
50,36,0.634,2.0,100,0
50,37,0.271,4.0,-100,0
50,38,0.287,1.0,200,0
50,39,0.348,2.0,-650,0
50,40,1.99,3.0,-200,0
50,41,0.392,4.0,-100,0
50,42,0.3,1.0,200,0
50,43,0.336,1.0,200,0
50,44,0.334,1.0,-1050,0
50,45,0.279,3.0,-200,0
50,46,0.319,4.0,-100,0
50,47,0.299,2.0,100,0
50,48,0.272,2.0,100,0
50,49,0.365,2.0,100,0
50,50,0.364,2.0,100,0
50,51,1.02,1.0,200,0
50,52,0.331,1.0,200,0
50,53,0.304,2.0,100,0
50,54,0.338,1.0,200,0
50,55,0.318,1.0,200,0
50,56,0.314,2.0,100,0
50,57,0.296,1.0,-1050,0
50,58,0.946,3.0,-200,0
50,59,0.353,3.0,-200,0
50,60,0.428,4.0,-100,0
50,61,0.426,4.0,-100,0
50,62,1.03,2.0,100,0
50,63,0.868,2.0,100,0
50,64,0.361,1.0,200,0
50,65,0.256,1.0,200,0
50,66,0.411,2.0,-650,0
50,67,0.805,4.0,-100,0
50,68,0.3,3.0,-200,0
50,69,2.0,,0,1
50,70,0.877,2.0,100,0
50,71,0.478,2.0,100,0
50,72,0.335,1.0,200,0
50,73,0.345,1.0,200,0
50,74,0.968,2.0,100,0
50,75,0.563,2.0,100,0
50,76,0.645,2.0,-650,0
50,77,0.282,1.0,-1050,0
50,78,0.119,3.0,-200,0
50,79,2.0,4.0,-100,0
50,80,0.448,1.0,200,0
50,81,0.358,1.0,200,0
50,82,0.283,1.0,200,0
50,83,0.456,1.0,200,0
50,84,0.434,1.0,-1050,0
50,85,0.518,2.0,100,0
50,86,0.363,1.0,200,0
50,87,0.297,1.0,200,0
50,88,0.349,1.0,200,0
50,89,0.396,2.0,100,0
50,90,0.312,2.0,100,0
50,91,0.381,2.0,100,0
50,92,0.324,1.0,200,0
50,93,0.433,1.0,-1050,0
50,94,0.974,2.0,-650,0
50,95,0.325,3.0,1050,0
50,96,0.413,3.0,-200,0
50,97,1.8,1.0,200,0
50,98,0.365,1.0,200,0
50,99,0.44,1.0,200,0
50,100,0.313,3.0,-200,0
51,1,0.671,1.0,200,0
51,2,0.265,1.0,200,0
51,3,0.283,1.0,200,0
51,4,0.277,1.0,200,0
51,5,0.261,1.0,-1050,0
51,6,0.648,2.0,100,0
51,7,0.331,1.0,200,0
51,8,0.501,2.0,100,0
51,9,0.258,1.0,200,0
51,10,0.504,1.0,200,0
51,11,0.261,2.0,100,0
51,12,0.315,1.0,200,0
51,13,0.43,1.0,-1050,0
51,14,0.299,2.0,100,0
51,15,0.249,1.0,200,0
51,16,0.312,1.0,200,0
51,17,0.323,1.0,200,0
51,18,0.376,2.0,-650,0
51,19,0.285,1.0,200,0
51,20,0.33,1.0,-1050,0
51,21,0.24,1.0,200,0
51,22,0.293,1.0,200,0
51,23,0.316,1.0,200,0
51,24,0.279,1.0,200,0
51,25,0.363,1.0,-1050,0
51,26,0.338,4.0,-100,0
51,27,0.305,4.0,-100,0
51,28,0.278,1.0,200,0
51,29,0.297,1.0,200,0
51,30,0.245,1.0,200,0
51,31,0.25,1.0,200,0
51,32,0.334,2.0,100,0
51,33,0.278,1.0,-1050,0
51,34,0.369,1.0,200,0
51,35,0.281,1.0,200,0
51,36,0.298,1.0,200,0
51,37,0.243,2.0,100,0
51,38,0.327,2.0,100,0
51,39,0.382,2.0,100,0
51,40,0.854,2.0,-650,0
51,41,0.408,3.0,-200,0
51,42,0.278,1.0,200,0
51,43,0.271,1.0,-1050,0
51,44,0.339,1.0,200,0
51,45,0.251,1.0,200,0
51,46,0.252,1.0,200,0
51,47,0.352,2.0,100,0
51,48,0.387,2.0,100,0
51,49,0.505,1.0,200,0
51,50,0.265,1.0,-1050,0
51,51,1.05,1.0,200,0
51,52,0.371,1.0,200,0
51,53,0.252,1.0,200,0
51,54,0.338,3.0,-200,0
51,55,0.218,3.0,-200,0
51,56,1.43,1.0,200,0
51,57,0.0376,1.0,-1050,0
51,58,0.163,1.0,200,0
51,59,0.252,1.0,200,0
51,60,0.264,1.0,200,0
51,61,0.25,2.0,100,0
51,62,0.44,2.0,100,0
51,63,0.396,2.0,100,0
51,64,0.285,1.0,200,0
51,65,0.3,1.0,-1050,0
51,66,0.275,1.0,200,0
51,67,0.24,1.0,200,0
51,68,0.309,1.0,200,0
51,69,0.399,2.0,100,0
51,70,0.301,2.0,-650,0
51,71,0.344,1.0,200,0
51,72,0.375,1.0,-1050,0
51,73,0.403,1.0,200,0
51,74,0.275,1.0,200,0
51,75,0.993,1.0,200,0
51,76,0.359,2.0,100,0
51,77,0.289,2.0,100,0
51,78,0.297,2.0,100,0
51,79,0.557,2.0,100,0
51,80,0.253,2.0,-650,0
51,81,0.389,1.0,200,0
51,82,0.364,1.0,-1050,0
51,83,0.317,1.0,200,0
51,84,0.324,1.0,200,0
51,85,0.371,1.0,200,0
51,86,0.311,1.0,200,0
51,87,0.297,1.0,-1050,0
51,88,0.254,1.0,200,0
51,89,0.247,1.0,200,0
51,90,0.512,2.0,100,0
51,91,0.357,2.0,100,0
51,92,0.318,1.0,200,0
51,93,0.39,1.0,200,0
51,94,0.916,1.0,-1050,0
51,95,0.249,1.0,200,0
51,96,0.391,1.0,200,0
51,97,0.327,1.0,200,0
51,98,0.64,1.0,200,0
51,99,0.761,1.0,-1050,0
51,100,1.34,4.0,-100,0
52,1,1.22,1.0,200,0
52,2,0.41,2.0,100,0
52,3,1.03,3.0,-200,0
52,4,0.55,4.0,-100,0
52,5,0.391,1.0,200,0
52,6,0.648,1.0,200,0
52,7,0.546,1.0,200,0
52,8,1.15,2.0,100,0
52,9,0.289,1.0,-1050,0
52,10,0.418,2.0,100,0
52,11,0.644,2.0,100,0
52,12,1.03,2.0,-650,0
52,13,0.528,1.0,200,0
52,14,0.778,1.0,200,0
52,15,0.359,2.0,100,0
52,16,1.13,2.0,100,0
52,17,0.809,1.0,200,0
52,18,2.0,,0,1
52,19,0.531,1.0,200,0
52,20,0.871,1.0,-1050,0
52,21,0.293,2.0,100,0
52,22,0.315,2.0,100,0
52,23,0.406,1.0,200,0
52,24,0.394,1.0,200,0
52,25,0.604,2.0,-650,0
52,26,0.367,3.0,-200,0
52,27,0.39,1.0,200,0
52,28,0.367,1.0,200,0
52,29,0.726,2.0,100,0
52,30,0.659,1.0,-1050,0
52,31,0.899,2.0,100,0
52,32,0.368,2.0,100,0
52,33,0.622,1.0,200,0
52,34,1.12,1.0,200,0
52,35,0.832,2.0,100,0
52,36,0.978,1.0,200,0
52,37,0.638,1.0,200,0
52,38,0.488,2.0,-650,0
52,39,2.0,,0,1
52,40,0.357,2.0,100,0
52,41,0.893,1.0,-1050,0
52,42,0.581,1.0,200,0
52,43,1.08,1.0,200,0
52,44,0.584,2.0,100,0
52,45,0.538,2.0,100,0
52,46,0.638,1.0,200,0
52,47,1.32,1.0,200,0
52,48,0.669,3.0,-200,0
52,49,0.852,2.0,100,0
52,50,0.318,1.0,-1050,0
52,51,0.855,1.0,200,0
52,52,0.6,1.0,200,0
52,53,0.365,2.0,100,0
52,54,0.393,1.0,200,0
52,55,0.764,1.0,200,0
52,56,0.439,2.0,100,0
52,57,0.432,1.0,-1050,0
52,58,0.612,1.0,200,0
52,59,0.622,1.0,200,0
52,60,0.407,2.0,100,0
52,61,0.269,2.0,100,0
52,62,0.491,1.0,200,0
52,63,0.72,1.0,200,0
52,64,0.769,2.0,-650,0
52,65,0.611,1.0,-1050,0
52,66,0.512,1.0,200,0
52,67,0.468,1.0,200,0
52,68,0.478,2.0,100,0
52,69,0.33,2.0,100,0
52,70,0.475,1.0,200,0
52,71,0.593,1.0,200,0
52,72,1.05,2.0,100,0
52,73,0.462,2.0,100,0
52,74,0.722,1.0,-1050,0
52,75,0.672,1.0,200,0
52,76,0.505,1.0,200,0
52,77,0.718,1.0,200,0
52,78,0.52,1.0,200,0
52,79,1.09,1.0,-1050,0
52,80,0.697,1.0,200,0
52,81,0.378,1.0,200,0
52,82,0.601,1.0,200,0
52,83,0.612,2.0,-650,0
52,84,0.324,1.0,200,0
52,85,0.693,1.0,-1050,0
52,86,0.781,1.0,200,0
52,87,0.369,1.0,200,0
52,88,1.05,4.0,-100,0
52,89,0.374,1.0,200,0
52,90,0.385,1.0,200,0
52,91,0.581,1.0,-1050,0
52,92,0.386,2.0,100,0
52,93,0.47,2.0,100,0
52,94,0.539,1.0,200,0
52,95,0.489,1.0,200,0
52,96,0.292,2.0,100,0
52,97,0.513,2.0,100,0
52,98,0.304,1.0,200,0
52,99,0.502,1.0,200,0
52,100,0.469,2.0,-650,0
53,1,1.0,1.0,200,0
53,2,0.412,2.0,100,0
53,3,0.264,3.0,-200,0
53,4,0.285,1.0,200,0
53,5,0.577,4.0,-100,0
53,6,0.357,1.0,200,0
53,7,0.355,1.0,200,0
53,8,0.348,1.0,-1050,0
53,9,0.333,2.0,100,0
53,10,0.513,3.0,-200,0
53,11,0.381,1.0,200,0
53,12,0.973,2.0,100,0
53,13,0.309,4.0,-100,0
53,14,0.385,1.0,200,0
53,15,0.314,2.0,100,0
53,16,1.52,3.0,-200,0
53,17,0.385,1.0,200,0
53,18,0.584,1.0,200,0
53,19,0.335,1.0,-1050,0
53,20,0.378,2.0,-650,0
53,21,2.0,,0,1
53,22,0.472,1.0,200,0
53,23,0.397,1.0,200,0
53,24,0.279,2.0,100,0
53,25,0.327,1.0,200,0
53,26,0.787,3.0,-200,0
53,27,0.341,2.0,100,0
53,28,0.538,1.0,200,0
53,29,0.387,2.0,100,0
53,30,0.412,4.0,-100,0
53,31,0.252,1.0,-1050,0
53,32,0.377,2.0,100,0
53,33,1.11,1.0,200,0
53,34,0.521,1.0,200,0
53,35,0.62,1.0,200,0
53,36,1.02,2.0,-650,0
53,37,1.71,1.0,200,0
53,38,0.328,1.0,-1050,0
53,39,2.0,,0,1
53,40,0.499,1.0,200,0
53,41,0.557,1.0,200,0
53,42,0.236,2.0,100,0
53,43,1.76,1.0,200,0
53,44,2.0,,0,1
53,45,0.825,1.0,200,0
53,46,0.953,2.0,100,0
53,47,0.413,1.0,-1050,0
53,48,0.358,1.0,200,0
53,49,0.369,1.0,200,0
53,50,0.338,2.0,100,0
53,51,1.29,1.0,200,0
53,52,1.21,2.0,100,0
53,53,0.696,1.0,200,0
53,54,0.373,2.0,100,0
53,55,0.433,1.0,200,0
53,56,0.829,2.0,100,0
53,57,1.67,2.0,100,0
53,58,0.482,1.0,200,0
53,59,0.452,2.0,-650,0
53,60,0.798,1.0,-1050,0
53,61,0.842,1.0,200,0
53,62,2.0,,0,1
53,63,0.501,1.0,200,0
53,64,0.32,2.0,100,0
53,65,0.36,2.0,100,0
53,66,0.311,1.0,200,0
53,67,0.636,2.0,100,0
53,68,2.0,,0,1
53,69,0.495,1.0,200,0
53,70,0.385,4.0,-100,0
53,71,0.599,4.0,-100,0
53,72,0.327,2.0,100,0
53,73,0.288,1.0,-1050,0
53,74,0.281,1.0,200,0
53,75,0.468,2.0,-650,0
53,76,0.803,1.0,200,0
53,77,0.358,1.0,200,0
53,78,0.917,1.0,200,0
53,79,1.89,1.0,-1050,0
53,80,0.386,1.0,200,0
53,81,0.712,2.0,100,0
53,82,0.385,2.0,100,0
53,83,0.525,1.0,200,0
53,84,0.441,1.0,200,0
53,85,0.439,1.0,200,0
53,86,0.309,2.0,100,0
53,87,0.388,4.0,-100,0
53,88,0.392,4.0,-100,0
53,89,0.422,4.0,650,0
53,90,2.0,,0,1
53,91,0.356,1.0,-1050,0
53,92,2.0,,0,1
53,93,0.275,1.0,200,0
53,94,0.404,1.0,200,0
53,95,0.391,1.0,200,0
53,96,0.294,3.0,-200,0
53,97,2.0,,0,1
53,98,0.443,3.0,-200,0
53,99,0.495,3.0,-200,0
53,100,0.47,3.0,-200,0
54,1,1.24,1.0,200,0
54,2,0.351,2.0,100,0
54,3,0.319,4.0,-100,0
54,4,0.533,3.0,-200,0
54,5,0.428,2.0,100,0
54,6,0.355,1.0,200,0
54,7,0.427,3.0,-200,0
54,8,0.301,2.0,100,0
54,9,0.318,1.0,200,0
54,10,0.332,2.0,100,0
54,11,0.407,1.0,200,0
54,12,0.238,4.0,-100,0
54,13,0.43,3.0,-200,0
54,14,0.335,2.0,-650,0
54,15,0.361,1.0,-1050,0
54,16,0.356,3.0,-200,0
54,17,0.348,2.0,100,0
54,18,0.433,4.0,-100,0
54,19,0.326,2.0,100,0
54,20,0.277,2.0,100,0
54,21,0.4,1.0,200,0
54,22,0.549,3.0,1050,0
54,23,0.33,1.0,200,0
54,24,0.38,2.0,100,0
54,25,0.465,3.0,-200,0
54,26,0.3,1.0,200,0
54,27,0.301,1.0,200,0
54,28,0.331,2.0,-650,0
54,29,0.351,4.0,-100,0
54,30,0.413,1.0,-1050,0
54,31,0.327,2.0,100,0
54,32,0.401,3.0,-200,0
54,33,0.37,1.0,200,0
54,34,0.32,1.0,200,0
54,35,0.418,2.0,100,0
54,36,0.398,3.0,-200,0
54,37,0.316,1.0,200,0
54,38,0.324,2.0,100,0
54,39,0.364,3.0,-200,0
54,40,0.3,1.0,200,0
54,41,0.512,1.0,-1050,0
54,42,0.312,2.0,100,0
54,43,0.364,3.0,1050,0
54,44,0.372,4.0,650,0
54,45,0.728,3.0,-200,0
54,46,0.422,2.0,-650,0
54,47,0.491,1.0,200,0
54,48,0.35,2.0,100,0
54,49,0.389,3.0,-200,0
54,50,0.318,4.0,-100,0
54,51,0.615,1.0,200,0
54,52,0.32,2.0,100,0
54,53,0.373,3.0,-200,0
54,54,0.338,1.0,200,0
54,55,0.413,2.0,100,0
54,56,0.31,1.0,200,0
54,57,0.315,4.0,-100,0
54,58,0.496,3.0,-200,0
54,59,0.373,2.0,100,0
54,60,0.473,1.0,200,0
54,61,0.321,2.0,100,0
54,62,0.364,1.0,-1050,0
54,63,0.319,3.0,-200,0
54,64,0.29,2.0,-650,0
54,65,0.38,4.0,-100,0
54,66,0.267,1.0,200,0
54,67,0.44,1.0,200,0
54,68,0.329,2.0,100,0
54,69,0.306,3.0,-200,0
54,70,0.285,1.0,200,0
54,71,0.328,2.0,100,0
54,72,0.435,1.0,200,0
54,73,0.367,2.0,100,0
54,74,0.791,1.0,-1050,0
54,75,0.47,3.0,1050,0
54,76,1.2,2.0,100,0
54,77,0.402,3.0,-200,0
54,78,0.319,1.0,200,0
54,79,0.318,2.0,-650,0
54,80,0.284,1.0,200,0
54,81,0.471,4.0,-100,0
54,82,0.374,1.0,200,0
54,83,0.292,2.0,100,0
54,84,0.353,3.0,-200,0
54,85,0.243,1.0,200,0
54,86,0.312,2.0,100,0
54,87,0.337,2.0,100,0
54,88,0.339,1.0,-1050,0
54,89,0.366,2.0,100,0
54,90,0.343,3.0,-200,0
54,91,0.438,4.0,-100,0
54,92,0.358,4.0,650,0
54,93,0.368,4.0,-100,0
54,94,0.317,3.0,-200,0
54,95,0.282,1.0,200,0
54,96,0.373,3.0,1050,0
54,97,0.307,2.0,-650,0
54,98,0.284,1.0,200,0
54,99,0.445,3.0,-200,0
54,100,0.273,4.0,-100,0
55,1,1.954427,1.0,200,0
55,2,0.80861951,2.0,100,0
55,3,0.07682485,2.0,100,0
55,4,0.51805996,1.0,200,0
55,5,0.34826952,2.0,100,0
55,6,0.50724621,1.0,200,0
55,7,0.78179393,1.0,200,0
55,8,0.33988896,1.0,-1050,0
55,9,0.43654692,3.0,-200,0
55,10,0.35713406,2.0,100,0
